Time in Microseconds,N
535502,559
522892,559
521132,560
507657,560
519086,560
513197,560
524939,560
513565,560
544199,560
694539,560
519857,560
538048,560
502070,561
532708,561
523522,561
520561,561
515664,561
514979,561
522759,561
498876,561
517936,561
520640,561
548961,562
524834,562
529606,562
530532,562
528296,562
537925,562
534216,562
521494,562
871672,562
507905,562
523921,563
523843,563
533074,563
568533,563
518169,563
660268,563
522139,563
528825,563
508207,563
513236,563
529979,564
534094,564
551085,564
526035,564
531045,564
555279,564
558605,564
514743,564
533426,564
551528,564
548191,565
775026,565
535123,565
539093,565
534112,565
535245,565
517365,565
551959,565
571251,565
643873,565
530000,566
526063,566
531217,566
536729,566
532130,566
538699,566
552412,566
553945,566
528967,566
513810,566
527467,567
532591,567
539793,567
532128,567
531113,567
540002,567
590731,567
557417,567
532596,567
574620,567
661410,568
584712,568
558971,568
530562,568
533563,568
682827,568
532936,568
527310,568
512518,568
541470,568
544770,569
550789,569
571007,569
577407,569
530825,569
520999,569
538305,569
566920,569
662990,569
545373,569
569622,570
561576,570
549520,570
523359,570
534311,570
532437,570
538217,570
575340,570
520279,570
520288,570
580107,571
586136,571
538433,571
550705,571
561654,571
605141,571
527738,571
526074,571
584152,571
546845,571
789808,572
551016,572
548969,572
548180,572
549046,572
529409,572
543926,572
570231,572
552681,572
537055,572
573724,573
601697,573
566819,573
563449,573
566897,573
563703,573
535099,573
559128,573
589206,573
546483,573
547143,574
546011,574
533862,574
569338,574
527588,574
570752,574
574448,574
563151,574
656361,574
558597,574
565560,575
556778,575
561261,575
551505,575
631536,575
569858,575
558883,575
569505,575
559378,575
552516,575
558117,576
595673,576
598759,576
547133,576
576805,576
561983,576
555512,576
542227,576
566859,576
556943,576
555482,577
560910,577
574742,577
714662,577
557512,577
583524,577
548423,577
674185,577
555183,577
578311,577
566441,578
563464,578
595133,578
608320,578
584900,578
563306,578
549098,578
567870,578
566812,578
583509,578
567268,579
560549,579
562873,579
553553,579
538497,579
568608,579
538773,579
564937,579
568568,579
548571,579
560034,580
543551,580
587809,580
575249,580
797510,580
568638,580
545413,580
565159,580
560472,580
557746,580
553275,581
592345,581
606159,581
582915,581
600264,581
567903,581
565753,581
555995,581
560879,581
566041,581
568286,582
577624,582
564242,582
549150,582
661874,582
580145,582
556792,582
571068,582
660471,582
571455,582
561843,583
578180,583
576700,583
608420,583
620226,583
604048,583
553507,583
600315,583
562533,583
589896,583
582150,584
643196,584
562411,584
635563,584
562301,584
564791,584
571060,584
571817,584
583022,584
580223,584
584057,585
619817,585
581342,585
555808,585
604119,585
571725,585
593985,585
562601,585
635917,585
584943,585
603669,586
613255,586
594465,586
583272,586
584069,586
575027,586
601974,586
765408,586
610336,586
572163,586
608089,587
586943,587
587806,587
635526,587
596020,587
561487,587
592042,587
583987,587
588217,587
637489,587
595767,588
658461,588
593553,588
595535,588
596597,588
607001,588
607372,588
630883,588
667265,588
594693,588
611384,589
628719,589
607345,589
587277,589
590922,589
607974,589
597707,589
616793,589
600217,589
592090,589
632641,590
590176,590
588896,590
642428,590
601345,590
597918,590
658171,590
602969,590
574598,590
595814,590
614138,591
597988,591
601472,591
607279,591
593176,591
598613,591
611375,591
588323,591
604434,591
613723,591
600355,592
624653,592
582398,592
721162,592
621438,592
585667,592
616413,592
585382,592
612130,592
593592,592
619809,593
609341,593
615133,593
606599,593
586797,593
635961,593
645363,593
603162,593
780735,593
607669,593
614783,594
605179,594
600582,594
613244,594
602776,594
590264,594
599648,594
615914,594
619302,594
581636,594
601470,595
597284,595
629052,595
660405,595
597156,595
580194,595
673407,595
613041,595
671575,595
616471,595
606641,596
610883,596
609303,596
656390,596
598443,596
645040,596
616815,596
596859,596
609817,596
604408,596
625591,597
616927,597
617643,597
603075,597
627610,597
619880,597
706438,597
605971,597
633985,597
619179,597
619988,598
633991,598
622572,598
638999,598
631289,598
628062,598
619994,598
620255,598
659463,598
622397,598
627767,599
628889,599
671880,599
643910,599
634736,599
657651,599
626473,599
633160,599
655754,599
641294,599
603741,600
625016,600
613112,600
611573,600
596901,600
705223,600
657419,600
660170,600
606609,600
619313,600
670105,601
620550,601
630130,601
632738,601
653023,601
647465,601
666609,601
637569,601
666266,601
635271,601
617491,602
629743,602
618290,602
714474,602
653963,602
776793,602
625899,602
635841,602
643607,602
641098,602
628550,603
674915,603
626827,603
699749,603
641293,603
660490,603
630213,603
638749,603
655795,603
637677,603
627505,604
711902,604
639692,604
653370,604
610190,604
634115,604
613005,604
620259,604
642327,604
622510,604
705117,605
661617,605
609847,605
650897,605
634386,605
632139,605
676127,605
643146,605
632268,605
622478,605
630528,606
640747,606
636079,606
703919,606
654793,606
673280,606
649882,606
628507,606
654695,606
623338,606
657476,607
642429,607
653335,607
652313,607
665113,607
645517,607
644617,607
643080,607
642440,607
643459,607
652368,608
649418,608
663470,608
647506,608
736402,608
664263,608
625524,608
668373,608
677678,608
656706,608
651130,609
648529,609
647463,609
642081,609
655990,609
682328,609
662396,609
658740,609
688323,609
638274,609
667824,610
710483,610
660149,610
687654,610
686203,610
672800,610
661768,610
674666,610
650958,610
768393,610
650136,611
619319,611
655984,611
679116,611
664641,611
699953,611
688102,611
722467,611
622346,611
644671,611
702155,612
671609,612
663789,612
663468,612
680651,612
739366,612
657765,612
672903,612
645059,612
656629,612
663029,613
639013,613
652354,613
687376,613
652567,613
656518,613
655540,613
681778,613
710557,613
686835,613
657048,614
688525,614
636444,614
663835,614
649613,614
650852,614
636572,614
678733,614
657195,614
732399,614
662093,615
700810,615
669739,615
677929,615
675801,615
654239,615
670543,615
667304,615
694908,615
684576,615
674168,616
679242,616
676621,616
686605,616
682444,616
650094,616
704845,616
677087,616
673095,616
674811,616
680524,617
687523,617
648359,617
681728,617
647058,617
667985,617
641327,617
663548,617
657508,617
701397,617
658489,618
674113,618
668508,618
686750,618
708723,618
729806,618
673400,618
675826,618
677269,618
753844,618
671662,619
672192,619
661847,619
659587,619
658192,619
660770,619
674730,619
680575,619
649848,619
672433,619
689909,620
709884,620
688254,620
676184,620
705502,620
679481,620
657054,620
743861,620
692016,620
694811,620
689904,621
687379,621
711044,621
665392,621
692612,621
684119,621
698774,621
725766,621
771900,621
688604,621
690241,622
694588,622
699948,622
695336,622
691392,622
685335,622
666068,622
693840,622
681599,622
790561,622
704394,623
695613,623
696297,623
728379,623
698285,623
694946,623
708954,623
673894,623
698744,623
678219,623
691756,624
725719,624
703118,624
662068,624
694148,624
694796,624
697309,624
678536,624
712474,624
696729,624
742930,625
700166,625
735533,625
769058,625
694778,625
689060,625
662211,625
679488,625
686805,625
701301,625
715923,626
705868,626
708757,626
703574,626
673192,626
928780,626
715318,626
701130,626
715467,626
881565,626
731706,627
709957,627
743199,627
717608,627
674967,627
730900,627
750264,627
783924,627
707719,627
728003,627
679046,628
743140,628
732074,628
694458,628
676933,628
702035,628
711145,628
685348,628
706094,628
704963,628
762115,629
703166,629
936763,629
757082,629
701265,629
709850,629
733137,629
721539,629
709655,629
709417,629
711459,630
719509,630
739648,630
758342,630
705567,630
713250,630
720284,630
696679,630
726163,630
707628,630
719748,631
736982,631
736090,631
711883,631
697872,631
712042,631
704881,631
728763,631
769432,631
725584,631
736193,632
718900,632
766607,632
707787,632
760500,632
714876,632
722797,632
918238,632
721683,632
720628,632
728906,633
789198,633
740260,633
707881,633
738288,633
789460,633
832315,633
723131,633
730668,633
700328,633
767726,634
711765,634
891778,634
719295,634
720785,634
730652,634
757330,634
758963,634
730680,634
895890,634
723946,635
723327,635
736540,635
731892,635
730045,635
732757,635
869756,635
763610,635
748238,635
704875,635
759151,636
745952,636
763132,636
745829,636
765373,636
731761,636
734445,636
704208,636
779172,636
724717,636
888990,637
768985,637
755361,637
712058,637
767771,637
733069,637
741330,637
733395,637
785586,637
742649,637
808101,638
756107,638
718537,638
736128,638
894624,638
709141,638
737939,638
778922,638
712323,638
730070,638
741517,639
747633,639
741478,639
748252,639
739443,639
735736,639
747351,639
746457,639
748740,639
767163,639
825493,640
748668,640
781760,640
743609,640
742931,640
739132,640
757784,640
754838,640
719640,640
1142908,640
766460,641
747837,641
748275,641
747050,641
788808,641
764129,641
726647,641
742830,641
787468,641
719615,641
750886,642
760418,642
771512,642
726418,642
751738,642
751027,642
770421,642
761036,642
732274,642
746322,642
916316,643
824968,643
764779,643
739871,643
759088,643
761212,643
782360,643
773869,643
772715,643
737620,643
849952,644
798977,644
743962,644
802454,644
764845,644
752251,644
747476,644
762467,644
757584,644
789802,644
746370,645
762787,645
777125,645
803722,645
779192,645
744882,645
755211,645
785879,645
737604,645
754133,645
781130,646
757054,646
807301,646
790935,646
761994,646
739096,646
768694,646
831729,646
773163,646
792952,646
1080384,647
776182,647
885604,647
762953,647
779272,647
815809,647
760170,647
786138,647
775396,647
747742,647
783967,648
767740,648
773540,648
758374,648
777986,648
752355,648
775240,648
776153,648
766528,648
756040,648
775702,649
776927,649
806299,649
799771,649
809282,649
943786,649
1043213,649
802022,649
756764,649
803325,649
764977,650
871494,650
802772,650
813840,650
775159,650
758438,650
800927,650
775739,650
774152,650
784683,650
746274,651
750365,651
800767,651
914887,651
774674,651
766085,651
838420,651
794708,651
784162,651
789671,651
788924,652
791125,652
786264,652
791868,652
812067,652
789187,652
827996,652
793475,652
814524,652
776388,652
794064,653
873514,653
795398,653
833586,653
1463896,653
825130,653
831359,653
804120,653
786570,653
800211,653
800845,654
814951,654
804752,654
812802,654
792182,654
782093,654
876439,654
791061,654
772659,654
794826,654
766264,655
795770,655
874441,655
803835,655
804028,655
772082,655
802495,655
898837,655
818261,655
813894,655
820558,656
805230,656
812924,656
800838,656
807057,656
799793,656
768120,656
808961,656
776775,656
805759,656
789859,657
1438090,657
801634,657
818462,657
801228,657
771519,657
791153,657
799106,657
807343,657
807939,657
918345,658
798334,658
826126,658
852845,658
804507,658
820649,658
803263,658
792788,658
777033,658
833121,658
784052,659
802199,659
815519,659
818499,659
801933,659
803155,659
817636,659
825081,659
835043,659
801699,659
865495,660
812218,660
799827,660
777898,660
806158,660
809127,660
860802,660
800072,660
818600,660
830021,660
850430,661
917784,661
798065,661
845549,661
843100,661
843793,661
809270,661
832585,661
802015,661
1034887,661
846633,662
831684,662
822790,662
897584,662
829317,662
802854,662
824177,662
820667,662
1182541,662
824605,662
829183,663
858086,663
825461,663
833300,663
850342,663
831893,663
861532,663
829039,663
827078,663
843687,663
827288,664
831248,664
822057,664
810537,664
830460,664
798241,664
827252,664
804312,664
833418,664
844318,664
832065,665
945356,665
835773,665
851182,665
847739,665
905803,665
856646,665
829736,665
791653,665
827940,665
1357773,666
838662,666
842212,666
842499,666
894408,666
840280,666
844686,666
848353,666
824304,666
819488,666
853666,667
833121,667
838596,667
853465,667
969717,667
880773,667
953759,667
865349,667
854410,667
890217,667
827622,668
858629,668
823199,668
854788,668
844757,668
872806,668
925669,668
820292,668
889234,668
877794,668
837391,669
844159,669
863670,669
841733,669
837707,669
865516,669
866438,669
834541,669
890753,669
1000246,669
850542,670
859569,670
875409,670
871533,670
1071274,670
854174,670
896761,670
822947,670
847055,670
927601,670
862263,671
1049058,671
952613,671
874072,671
879096,671
947394,671
919136,671
838753,671
865494,671
836678,671
867935,672
849353,672
840799,672
891193,672
832306,672
906895,672
876392,672
831778,672
821147,672
854506,672
871409,673
853741,673
889911,673
884166,673
860727,673
935325,673
837694,673
873912,673
892246,673
999423,673
855858,674
881969,674
859919,674
865582,674
873710,674
847979,674
846057,674
844653,674
862567,674
848834,674
870721,675
889808,675
878190,675
885346,675
871608,675
893340,675
1024881,675
855352,675
872348,675
863464,675
862978,676
915109,676
879247,676
912737,676
876141,676
879307,676
890876,676
882251,676
913654,676
876214,676
939271,677
877930,677
894064,677
871362,677
889577,677
865437,677
898325,677
880108,677
849320,677
866088,677
872346,678
903517,678
920009,678
876646,678
840843,678
920666,678
882055,678
856462,678
877152,678
864339,678
873860,679
885574,679
875870,679
873637,679
902027,679
898911,679
843371,679
839231,679
867626,679
912494,679
899796,680
897293,680
901067,680
928806,680
938117,680
891788,680
1423373,680
1052780,680
901371,680
921788,680
892495,681
891859,681
903706,681
886207,681
855317,681
923002,681
845952,681
972048,681
905945,681
876657,681
879473,682
896681,682
1036380,682
914522,682
889784,682
891734,682
899892,682
874377,682
905093,682
902538,682
876297,683
974881,683
999099,683
910913,683
867775,683
906164,683
926874,683
903887,683
888960,683
1017665,683
912831,684
903787,684
983444,684
906803,684
1231998,684
852317,684
921161,684
897739,684
888041,684
888241,684
939025,685
928653,685
888948,685
946151,685
871106,685
888741,685
942641,685
922290,685
907418,685
999248,685
971804,686
979382,686
945374,686
952380,686
898404,686
948078,686
934078,686
926167,686
921075,686
917851,686
943259,687
916800,687
886194,687
895873,687
929815,687
949284,687
926480,687
921724,687
916376,687
959694,687
915078,688
926702,688
921832,688
935149,688
924967,688
934200,688
925668,688
919341,688
891760,688
916006,688
945884,689
931054,689
971772,689
934415,689
923370,689
909200,689
917287,689
946236,689
920264,689
952106,689
932828,690
901263,690
921036,690
925523,690
921268,690
944074,690
939003,690
922239,690
879041,690
898003,690
919548,691
919275,691
944756,691
935032,691
925742,691
918836,691
897519,691
1119534,691
920965,691
910673,691
947409,692
934568,692
939646,692
1192801,692
951630,692
1026548,692
1083207,692
1001503,692
964426,692
1001554,692
1047392,693
1004394,693
1003018,693
996127,693
985604,693
1384768,693
970602,693
976475,693
1010641,693
1006364,693
1038461,694
1001720,694
1033581,694
1073548,694
994753,694
1013914,694
1098156,694
1008425,694
1055249,694
1027075,694
1001813,695
1020271,695
1026341,695
1012086,695
1069994,695
991432,695
994421,695
1043243,695
998370,695
981590,695
994840,696
1036169,696
1094072,696
1033234,696
1074705,696
1026337,696
1014767,696
1009305,696
1026370,696
1021355,696
1043911,697
1040473,697
1171869,697
1054181,697
1004310,697
1125136,697
1063435,697
1074172,697
1025425,697
1056239,697
1021140,698
1042913,698
1053220,698
1076122,698
1077191,698
1073782,698
1025353,698
1046958,698
1052360,698
1037089,698
1059532,699
1068481,699
1066825,699
1029563,699
1001349,699
1001373,699
1046652,699
1056562,699
1117064,699
1092818,699
1085196,700
1070880,700
1081839,700
1057205,700
1046029,700
1100672,700
1071685,700
1037852,700
1070742,700
1104116,700
1058121,701
1159927,701
1175669,701
1087697,701
1042731,701
1140175,701
1095068,701
1032240,701
1083101,701
1166841,701
1079638,702
1102299,702
1110115,702
1245511,702
1049093,702
1083580,702
1087120,702
1119146,702
1177742,702
1068055,702
1126517,703
1248951,703
1115270,703
1167939,703
1100803,703
1090271,703
1058048,703
1064710,703
1082023,703
1052740,703
1063926,704
1100414,704
1065802,704
1128154,704
1094097,704
1112234,704
1090254,704
1075739,704
1101406,704
1069210,704
1096482,705
1094245,705
1085272,705
1126931,705
1065427,705
1172254,705
1149870,705
1099788,705
1088938,705
1112901,705
1081147,706
1162016,706
1357518,706
1083374,706
1156689,706
1120666,706
1100791,706
1179577,706
1198605,706
1121907,706
1147370,707
1184518,707
1182197,707
1128836,707
1115057,707
1225470,707
1218739,707
1110959,707
1085923,707
1143941,707
1146792,708
1138483,708
1186043,708
1123172,708
1104817,708
1121001,708
1163886,708
1209607,708
1171864,708
1246665,708
1317477,709
1295534,709
1134934,709
1202596,709
1175466,709
1152323,709
1171703,709
1189955,709
1165478,709
1235214,709
1291216,710
1091562,710
1164952,710
1150115,710
1167980,710
1232971,710
1204209,710
1285195,710
1352102,710
1174072,710
1230268,711
1310634,711
1144102,711
1181679,711
1145272,711
1201118,711
1139127,711
1145482,711
1182422,711
1250907,711
1542892,712
1190029,712
1286039,712
1169570,712
1108298,712
1127400,712
1148676,712
1141845,712
1154961,712
1146793,712
1132669,713
1118187,713
1124311,713
1117933,713
1171544,713
1136908,713
1299369,713
1107895,713
1152234,713
1150917,713
1154049,714
1573964,714
1181032,714
1129818,714
1117583,714
1130995,714
1113089,714
1143807,714
1169452,714
1150120,714
1161347,715
1118443,715
1120611,715
1194301,715
1124161,715
1124575,715
1120413,715
1109080,715
1350843,715
1146953,715
1141422,716
1166272,716
1135959,716
1109606,716
1160597,716
1139364,716
1178798,716
1161461,716
1463087,716
1122557,716
1113941,717
1144388,717
1085868,717
1102577,717
1126953,717
1106685,717
1104076,717
1187312,717
1178501,717
1155977,717
1156334,718
1146728,718
1244425,718
1147724,718
1192190,718
1129422,718
1220162,718
1170801,718
1230953,718
1137912,718
1155255,719
1140334,719
1120338,719
1244497,719
1180837,719
1294537,719
1208481,719
1118627,719
1085005,719
1156578,719
1208238,720
1176468,720
1150722,720
1118291,720
1137460,720
1145707,720
1172935,720
1124281,720
1185583,720
1203203,720
1246848,721
1225590,721
1195568,721
1202012,721
1193053,721
1153693,721
1182194,721
1235699,721
1243669,721
1253246,721
1192625,722
1172595,722
1201451,722
1241161,722
1231799,722
1246995,722
1259035,722
1311962,722
1239483,722
1227990,722
1188853,723
1335203,723
1170011,723
1186770,723
1274592,723
1154385,723
1181836,723
1267610,723
1348396,723
1390281,723
1247662,724
1367725,724
1252125,724
1274533,724
1235695,724
1203781,724
1252771,724
1336396,724
1181062,724
1174258,724
1168338,725
1184747,725
1194025,725
1181042,725
1172145,725
1242082,725
1248825,725
1193518,725
1206828,725
1299690,725
1307273,726
1180894,726
1207621,726
1202412,726
1199470,726
1208180,726
1172476,726
1184527,726
1185253,726
1130222,726
1169452,727
1275716,727
1152982,727
1183113,727
1239828,727
1213343,727
1198643,727
1269377,727
1259477,727
1228271,727
1255013,728
1166572,728
1195771,728
1187824,728
1267610,728
1309500,728
1410227,728
1292522,728
1243673,728
1251650,728
1255644,729
1222732,729
1220705,729
1214752,729
1218739,729
1176821,729
1214752,729
1264618,729
1271599,729
1317474,729
1297529,730
1262392,730
1352283,730
1232309,730
1226503,730
1287105,730
1256917,730
1291060,730
1402973,730
1272879,730
1265734,731
1257845,731
1264463,731
1277513,731
1214752,731
1204340,731
1396823,731
1246541,731
1226904,731
1336335,731
1256770,732
1248784,732
1282184,732
1234267,732
1440012,732
1234332,732
1229517,732
1184296,732
1217906,732
1201302,732
1177483,733
1191713,733
1236174,733
1208368,733
1239879,733
1254450,733
1203790,733
1228979,733
1212859,733
1218983,733
1280536,734
1281360,734
1246034,734
1240002,734
1269143,734
1237084,734
1209145,734
1226186,734
1251104,734
1238154,734
1147346,735
1190548,735
1197954,735
1202537,735
1247352,735
1244005,735
1238899,735
1245379,735
1230226,735
1453474,735
1252241,736
1202691,736
1287715,736
1241768,736
1211353,736
1249602,736
1252136,736
1245011,736
1228166,736
1211188,736
1260804,737
1264324,737
1466860,737
1212919,737
1214412,737
1191931,737
1254147,737
1247593,737
1299838,737
1291520,737
1256383,738
1291653,738
1262794,738
1220244,738
1229162,738
1239941,738
1253888,738
1280340,738
1232838,738
1261967,738
1225170,739
1237660,739
1246879,739
1235640,739
1317492,739
1279922,739
1272406,739
1273165,739
1297287,739
1261323,739
1317427,740
1267326,740
1363215,740
1238515,740
1258861,740
1265605,740
1269722,740
1266867,740
1203571,740
1235952,740
1274943,741
1238556,741
1223814,741
1255726,741
1355886,741
1300961,741
1206170,741
1265953,741
1216327,741
1260273,741
1250070,742
1255082,742
1291097,742
1262794,742
1287603,742
1269728,742
1298174,742
1229675,742
1303482,742
1530886,742
1287084,743
1279003,743
1276990,743
1269995,743
1304545,743
1323134,743
1329505,743
1269108,743
1266810,743
1258804,743
1291709,744
1300391,744
1301825,744
1273724,744
1243046,744
1301000,744
1263865,744
1275408,744
1277845,744
1281287,744
1261079,745
1281288,745
1267085,745
1278659,745
1295169,745
1272965,745
1384097,745
1279445,745
1416022,745
1596754,745
1276828,746
1262495,746
1262589,746
1257283,746
1213617,746
1249735,746
1238338,746
1268778,746
1289692,746
1277834,746
1268070,747
1267547,747
1225510,747
1464342,747
1286255,747
1263627,747
1305066,747
1218441,747
1316430,747
1290355,747
1252886,748
1250592,748
1251141,748
1268022,748
1302960,748
1262033,748
1311982,748
1295476,748
1357681,748
1306400,748
1321353,749
1318159,749
1318707,749
1329410,749
1324007,749
1297884,749
1275648,749
1280843,749
1256742,749
1339321,749
1366849,750
1335640,750
1353569,750
1288980,750
1265350,750
1284758,750
1307444,750
1295054,750
1676430,750
1318954,750
1308612,751
1311438,751
1337252,751
1323539,751
1308658,751
1295304,751
1313410,751
1272256,751
1273935,751
1319558,751
1283127,752
1326468,752
1356109,752
1327992,752
1283871,752
1308531,752
1331420,752
1335629,752
1314317,752
1394145,752
1324915,753
1287860,753
1347112,753
1316242,753
1273974,753
1311881,753
1305386,753
1285027,753
1288022,753
1421019,753
1310740,754
1262483,754
1328262,754
1302040,754
1325615,754
1318607,754
1367260,754
1334336,754
1312421,754
1290156,754
1358459,755
1347950,755
1287271,755
1396473,755
1500962,755
1323701,755
1256917,755
1438446,755
1313673,755
1374881,755
1361249,756
1342067,756
1331736,756
1440773,756
1361358,756
1316508,756
1456979,756
1312740,756
1398540,756
1305008,756
1329851,757
1327122,757
1340710,757
1317655,757
1309375,757
1320463,757
1292645,757
1285509,757
1351843,757
1300997,757
1318669,758
1370326,758
1312871,758
1382296,758
1324627,758
1325814,758
1338653,758
1322856,758
1348526,758
1318071,758
1368104,759
1327462,759
1335227,759
1367373,759
1293512,759
1436730,759
1356660,759
1411086,759
1324781,759
1332013,759
1357781,760
1503174,760
1513441,760
1344953,760
1352122,760
1362077,760
1310327,760
1382299,760
1414689,760
1413786,760
1408231,761
1428179,761
1519604,761
1417077,761
1371316,761
1491749,761
1425412,761
1375561,761
1345401,761
1475059,761
1613685,762
1328687,762
1356944,762
1382681,762
1335714,762
1378785,762
1357840,762
1355420,762
1344832,762
1404297,762
1341567,763
1397356,763
1335582,763
1324430,763
1330705,763
1364378,763
1387003,763
1421051,763
1405219,763
1401622,763
1455295,764
1403398,764
1459906,764
1421267,764
1394195,764
1468752,764
1391325,764
1437980,764
1403074,764
1394464,764
1386372,765
1489622,765
1391031,765
1386682,765
1351852,765
1348348,765
1370542,765
1377792,765
1433726,765
1360823,765
1379595,766
1363594,766
1374575,766
1371523,766
1339069,766
1318271,766
1371473,766
1381362,766
1484427,766
1421489,766
1408457,767
1388551,767
1559052,767
1446040,767
1411632,767
1359882,767
1371743,767
1483770,767
1385432,767
1368354,767
1424684,768
1408212,768
1504688,768
1367067,768
1392667,768
1636320,768
1351287,768
1443613,768
1371673,768
1416680,768
1409060,769
1480574,769
1608453,769
1486076,769
1424454,769
1497011,769
1478185,769
1502727,769
1621654,769
1524198,769
1494786,770
1485746,770
1452161,770
1421707,770
1467403,770
1718357,770
1453962,770
1452021,770
1443852,770
1473342,770
1427840,771
1401068,771
1404268,771
1688169,771
1492786,771
1437335,771
1304207,771
1279263,771
1368034,771
1373520,771
1353955,772
1346591,772
1392770,772
1321529,772
1338291,772
1387426,772
1443481,772
1441311,772
1431945,772
1384951,772
1355051,773
1394811,773
1413794,773
1367059,773
1327507,773
1363577,773
1330265,773
1306606,773
1321636,773
1426692,773
1333293,774
1326320,774
1458254,774
1410617,774
1356415,774
1381131,774
1422913,774
1347209,774
1405491,774
1509433,774
1372626,775
1521317,775
1443138,775
1383840,775
1391740,775
1369093,775
1383975,775
1339541,775
1362651,775
1342176,775
1508321,776
1285472,776
1339619,776
1339439,776
1337250,776
1321014,776
1361269,776
1374854,776
1329707,776
1319577,776
1343732,777
1331135,777
1297881,777
1344346,777
1295816,777
1363703,777
1660628,777
1308891,777
1347531,777
1367734,777
1341914,778
1334323,778
1330414,778
1298316,778
1344247,778
1334057,778
1331717,778
1327523,778
1299039,778
1351792,778
1387108,779
1455679,779
1331525,779
1321169,779
1384675,779
1288671,779
1375221,779
1307836,779
1358159,779
1346034,779
1355086,780
1351897,780
1339295,780
1285805,780
1336974,780
1295909,780
1379810,780
1373471,780
1325479,780
1322762,780
1318845,781
1447125,781
1280061,781
1871562,781
1378065,781
1351560,781
1289370,781
1311175,781
1360737,781
1311470,781
1482185,782
1350210,782
1348923,782
1336841,782
1294199,782
1435621,782
1527210,782
1299119,782
1326768,782
1395766,782
1430139,783
1327266,783
1348104,783
1359537,783
1371806,783
1341933,783
1380035,783
1320304,783
1353644,783
1362981,783
1376875,784
1584892,784
1586909,784
1365293,784
1349781,784
1333867,784
1345759,784
1338879,784
1378949,784
1345149,784
1360405,785
1303316,785
1343859,785
1369330,785
1284119,785
1361678,785
1365458,785
1375453,785
1362406,785
1303881,785
1333477,786
1355700,786
1390257,786
1350735,786
1350895,786
1367624,786
1361437,786
1359932,786
1336784,786
1346551,786
1352889,787
1365753,787
1345515,787
1383528,787
1360062,787
1338558,787
1348693,787
1363846,787
1349288,787
1329541,787
1328131,788
1371966,788
1427909,788
1320070,788
1344943,788
1365227,788
1381227,788
1379004,788
1356543,788
1355419,788
1373675,789
1339695,789
1335610,789
1363657,789
1365966,789
1309510,789
1363627,789
1450593,789
1376550,789
1369761,789
1363971,790
1437568,790
1363824,790
1314318,790
1344200,790
1309284,790
1312944,790
1372354,790
1369781,790
1401182,790
1425762,791
1435445,791
1426092,791
1358482,791
1372724,791
1349655,791
1394867,791
1383741,791
1346530,791
1380172,791
1345876,792
1345228,792
1414132,792
1367808,792
1420031,792
1341809,792
1398280,792
1395646,792
1387978,792
1352952,792
1513506,793
1327208,793
1435890,793
1481700,793
1350809,793
1398786,793
1415620,793
1422834,793
1528115,793
1392158,793
1421097,794
1402789,794
1388546,794
1423911,794
1377274,794
1426782,794
1389952,794
1344354,794
1372057,794
1455478,794
1359836,795
1407270,795
1387817,795
1363108,795
1393101,795
1376359,795
1386995,795
1391321,795
1403225,795
1391734,795
2209805,796
1417721,796
1377920,796
1412180,796
1420226,796
1342140,796
1374523,796
1450624,796
1442629,796
1388020,796
1452590,797
1410810,797
1397743,797
1385366,797
1371973,797
1379071,797
1349489,797
1545490,797
1385326,797
1371231,797
1388126,798
1412363,798
1436525,798
1366587,798
1408676,798
1420092,798
1379815,798
1367395,798
1382587,798
1411381,798
1410832,799
1432236,799
1424283,799
1370915,799
1382776,799
1357896,799
1391151,799
1424938,799
1357505,799
1379702,799
1406294,800
1506435,800
1426149,800
1413362,800
1397964,800
1492915,800
1511586,800
1545275,800
1438599,800
1465185,800
1392538,801
1424898,801
1436366,801
1743535,801
1551123,801
1574105,801
1492416,801
1559406,801
1471923,801
1443313,801
1393452,802
1472247,802
1452622,802
1452360,802
1505802,802
1512778,802
1694404,802
1507780,802
1447528,802
1464156,802
1434929,803
1409760,803
1458455,803
1480083,803
1494413,803
1498341,803
1439118,803
1414675,803
1398479,803
1390552,803
1408577,804
1446239,804
1424918,804
1379458,804
1616421,804
1446885,804
1487452,804
1460464,804
1452740,804
1446577,804
1665485,805
1509892,805
1499430,805
1480043,805
1470333,805
1431017,805
1449124,805
1511513,805
1433139,805
1441388,805
1498668,806
1457155,806
1436513,806
1443492,806
1429467,806
1460609,806
1428661,806
1440505,806
1397443,806
1448546,806
1434025,807
1596258,807
1461181,807
1399813,807
1444149,807
1634152,807
1446817,807
1555542,807
1432431,807
1448939,807
1511613,808
1568375,808
1440099,808
1461078,808
1709469,808
1474920,808
1458295,808
1469826,808
1463552,808
1467333,808
1434166,809
1474051,809
1534897,809
1408994,809
1542562,809
1462480,809
1476182,809
1494992,809
1466669,809
1468822,809
1461889,810
1525451,810
1491809,810
1400627,810
1531946,810
1416873,810
1483141,810
1484209,810
1477727,810
1444676,810
1454259,811
1489751,811
1472484,811
1489131,811
2099966,811
1533993,811
1425431,811
1516739,811
2136386,811
1526033,811
1428866,812
1491452,812
1467972,812
1459373,812
1465292,812
1444972,812
1465697,812
1502982,812
1459302,812
1403268,812
1443105,813
1431186,813
1447625,813
1483175,813
1415855,813
1461242,813
1516402,813
1533338,813
1480462,813
1461199,813
1436945,814
1493686,814
1485236,814
1450840,814
1487438,814
1624039,814
1545087,814
1471313,814
1520666,814
