Time in Microseconds,C
237771,8037.23
192680,42765.3
179578,66245.6
168965,99722.7
197836,23783.3
193265,31842.8
189329,31474.2
182784,51305
175836,63714.8
190709,23687.1
179811,42528.6
185566,33556.8
169026,95425.3
170406,81658.8
181439,38853.7
181631,49004.1
200664,15872.3
207521,23985
170879,82627.3
184018,38590
166549,50014.5
198885,21522
313189,2762.93
187226,33036.3
171938,72464.1
169993,80598.4
184911,39222.8
182699,55986.8
198721,37051.5
185345,51503.7
167894,99014.8
198759,32625.1
179063,85320.1
210430,63360.7
178844,99944.5
194371,40116.3
199735,27992.7
185997,51837
257868,5675.46
177984,59982.9
165080,78526.5
191171,25660
182531,41756.3
205595,18089.8
176339,59927.2
179681,50399.7
275711,5352.28
173586,58390.7
167500,64088.8
249942,6858.62
157853,71026.6
181752,55310.9
278201,4178.41
175035,54841.6
184844,35472.1
166114,82258.7
178643,60274.1
165424,65477.3
307822,2518.27
165120,88265.6
284206,3249.18
175594,73449.2
174753,71241.1
184695,39017
500953,232.338
188958,46444.6
205904,22814.9
172322,78207
192266,38549.5
181787,77258.2
180397,86964.9
192963,40271
180626,85482.6
292051,3210.21
210343,25398.9
211039,20003.5
224855,14685
200040,49451.1
255716,6679.84
185873,71769.2
185059,89197
199259,23447.4
212005,21557.7
442296,589.9
185816,82636.3
278192,4356.64
183874,69559.8
198195,41999.4
183012,84832.7
218318,22168.8
196970,51377.7
185639,75289.1
189952,61723.2
186352,97695.7
183361,82630.4
182450,68497.4
211742,22521.7
191785,58751.7
229862,13649.5
203503,31276.7
205787,29789.4
213373,23571.1
181349,94038.1
193296,33322.2
182630,60850.2
177847,99397.1
223938,18618.3
196996,65368.5
179136,74391.5
194322,52360.3
186292,62094
187063,82515
183220,88468.9
216654,23878.7
184438,88356.9
211376,37684.4
309546,2463.08
177339,92234
229087,12581.6
177743,87364.2
191361,36263.8
180018,62680.2
213579,23441.4
196589,31130.3
177880,61236
171577,92150.8
220707,22270
182762,99047.2
209051,33233
193223,61796.2
192780,49588.2
347288,2177.41
192742,58481.5
184676,91834.1
226684,17606.5
318864,2663.86
179122,97397
250675,8066.95
188575,65264.6
247117,7043.71
180558,70373.8
212877,23926.3
212413,22519
189613,56832.2
253429,7892.94
197400,44796.5
179180,67046.7
195763,44011.9
206733,21645.8
189843,55035.8
183863,78066.7
239313,11657.7
239070,9592.86
187598,73440.4
184927,67951.8
177343,77241
190014,50782.8
174552,85672.4
182151,95631.9
195191,48452
182531,97934.1
368163,1376.98
195301,56917.2
181639,99280.5
266302,7237.51
217242,17228.3
268096,6475.81
234969,14771.1
222804,27947.7
194536,64285.2
204388,53397
187385,96818.7
194145,75469.8
186508,87531.7
189813,81940.4
222682,16733
197128,31200.9
188287,67745.8
189071,62465.5
189521,46042.3
270174,5646.68
193951,29960.4
192856,43801.8
176754,63074
186951,63769.3
207643,33376.9
222466,20622
370680,1777.83
190218,86138.4
187447,85140.8
188017,73088.7
226866,16615.5
246701,9676.57
190597,76010
194476,73388.5
204518,32880.1
226007,14205.6
282350,4817.22
198072,62190.8
189532,83367.8
215499,29062.7
219681,19811.2
193549,74051.3
220948,44945.1
195020,84492
221346,19889.9
206383,30557.7
203471,34642.3
203798,34322.3
194633,53047.6
255432,8115.08
292956,3710.19
215260,21865.6
194027,53795.5
205636,26653
211033,25526.7
236962,16006
206320,35388.2
190173,88096.5
190187,79064
222277,26096.9
234177,12499.1
204465,37392.2
224904,22434.5
199053,43401.5
191208,75142.4
188530,85794.8
198210,52872.8
207907,42182.2
221461,26220.6
217542,21893.9
186661,90298
190699,91771.7
192692,68613.7
185642,87507
232182,18714.6
190321,92751.6
212557,44422.3
194346,87135.6
189717,90412.7
225711,32933
199048,79085.6
215534,38173.8
323682,2832.19
199100,65855.9
393010,1432.33
212407,65363.2
200589,82623.1
204292,76572
219884,41104.9
234338,15436
233080,18738.9
254427,11181.4
240926,15237.6
225300,22829.2
196759,88806.6
226771,29576
284241,5076.3
203474,87955.8
216808,29686.9
195553,88865.1
225294,30461.9
220513,27024.5
210115,58809.8
209778,52621.6
270626,6237.52
209703,45568.9
191645,97759.4
197467,83065.1
196863,81086.1
197682,47350.4
184471,88211.5
253723,13538.1
250302,14839.8
187104,89566.4
196400,86662.4
186660,65932.7
191339,85133.8
205255,56136
255021,7254.21
193100,53218.3
232339,14256.2
186273,81512.5
216691,33265.7
190764,96410.9
190229,54972.3
220090,19018.1
204134,79029.6
221174,16788.1
209163,54292
198922,99294.4
226315,21662.3
202548,83465.3
254325,10072.8
288215,4499.52
214651,32641.3
216162,59327
231217,48062.1
222595,41445.9
230017,23805.5
205920,86455.1
210142,72860.2
268873,8500.65
234906,19242.3
223456,46397.3
237682,20320.4
207528,84299.3
220998,56680.6
252939,26080.8
209028,97738.2
215995,90853.6
228036,29615.8
259033,29163.7
268654,10033.8
218865,59105.5
226460,61423.3
231705,63541.9
219176,36659.6
217035,75603.1
263846,13552.9
305931,5094.74
259863,16425.6
233439,69012.3
276598,31084.9
231318,64584.7
267460,12842.4
237277,75512.7
247139,35987.5
213045,99498.4
225988,83712
235172,61925
236695,71101.5
228126,78890.6
257755,23112.5
248348,46267.8
244836,31233.1
229038,67055.8
246890,20841.5
237790,43808.6
316466,5482.43
223778,98863.9
240369,45647.6
232825,93611.7
224236,99683.9
223188,91338.4
236113,52199
222887,98493
229170,65633.1
214654,86134.2
234494,40175.9
242608,50611.3
250610,15576.2
223927,91408.5
233342,74263.8
352325,2536.29
280071,10237.5
249548,25335
247419,49839.4
245585,76902.1
282931,9464.29
238037,74459.4
218895,89087.1
223411,85563.1
259346,20569.1
237749,77351.9
233101,89137.7
242306,47630.3
227557,90198.7
242192,61487.3
245510,39833
244441,48350.7
265783,26556.5
244009,48485.9
246022,55984.2
284553,16746.6
239156,40953.3
225243,75008.6
218536,88262.9
233792,74182.5
219553,76310.6
226807,52167.8
233948,25818.4
218364,50172.4
214559,56410.9
216350,56486.5
230204,43842.5
245933,36856.6
217814,99831.1
236434,50277.1
341469,5003.91
332672,4832.84
237667,31955.2
210603,76218.9
210432,80345.7
202041,91413.9
224163,48282.7
245747,17798
202222,54226.2
214219,49836.2
214170,63853
205171,78530.3
198258,66044.6
223812,31392.2
207450,89632.5
212889,78464.3
212719,82007.2
228513,48331
239987,22780.7
535772,470.545
260724,19564.3
236960,53131.2
215093,70675
276514,8813.45
321715,5595.51
235678,52964.4
238045,63023.8
233418,52015.8
235388,71160.3
227097,86997.1
258051,12602
269632,11561.7
256484,17569.6
242190,92351.4
244937,53165.4
248283,53806.6
248498,23718.7
221352,74337.5
320914,7742.29
363437,4573.89
272349,25862.3
337970,6018.19
300638,11926.7
232305,80272.1
249235,54857.6
227474,57608.5
238400,76120.5
236769,80854.3
234151,96104.7
250618,32177.8
231681,51737.9
247680,99319.9
231706,91822
255588,29926.3
242474,76194.5
227431,62227.1
233823,90312.3
241395,66075.8
296648,11705
231149,80429.1
240522,47674.5
245167,60034.9
245970,67321.1
297429,10693.3
242279,64297
237905,63465.7
232540,78949.5
312688,11515.8
313807,11251
301449,20014.7
237693,93758
240245,57622.7
309465,16505.8
309960,11294.9
379886,3156.4
300787,11817.7
250997,69091.7
249221,51630.8
245151,69760.8
253001,47856.9
243248,70212.6
266948,60671.9
232022,41070.8
244103,59148.5
274815,23354
245752,68656.8
246694,97777.9
262680,39404.1
245273,73931.5
243884,98928.3
255522,70774.5
237530,96777.1
267457,45955.2
270810,30643.3
264299,94130.6
247440,98351.5
251774,54626.1
260525,33355.5
244735,91526.4
234189,98823.8
266666,41080
331264,4129.47
251118,69415.4
264255,69100.2
244331,82427.4
263865,60038.7
262250,41764.1
280742,23252.5
245571,94580.7
245348,93050.4
272214,49087.9
393258,2284.67
296630,17573.6
283506,15994.1
249935,94102.8
678672,30.4099
280764,60147.9
303040,26557.5
259740,74764.7
257755,91955.6
268888,29328.1
299131,24019.7
271053,52652
266626,34386.2
287386,42649.2
258272,62588.1
271802,57526.6
295944,23100.7
267841,90198.5
257988,53494
302390,10378.4
267014,78936.8
276024,29458.1
258425,78823.1
247381,84887.3
273079,59726.6
260379,42698.6
237526,87888.8
268068,71218.5
261510,69658.6
280471,30700.6
271325,24438.9
268452,38728.7
237052,81696
245901,80350.9
244639,90621.4
271487,70894.5
265694,89267
250587,67446.1
251500,94398
257389,58228.4
338393,9834.26
300886,22581.9
266773,69339.4
473530,1451.56
295605,20576.8
338311,7450.65
241329,99800
274608,46264.4
261096,33821.7
309160,18108.3
289211,38243.4
352013,6324.33
242649,86801.4
258988,98761.9
318672,12152.1
245891,76398.1
248390,71856.3
242445,99159.7
255438,91704.7
260520,78440.4
258356,57233.7
297355,27275.9
291991,25066.6
278663,50631.8
245466,99776
264996,43549
240680,92561.3
302409,9937.59
253303,41037
260670,82913
262591,59643.9
262193,60062.6
283548,88206.2
279073,33644
285194,48944
272987,35317.4
245359,70771.3
249962,71326.7
280359,33616.7
254025,89972.6
241692,93225.4
281258,33585.5
257075,95854.5
281996,37517.8
270447,40024.9
254317,88286
349765,6450.48
285518,39241.6
280616,71613.7
297037,27033.5
311379,37669.4
284051,77803.5
272689,79463.6
339269,9843.01
289586,34582
258834,81609.1
262740,74769.7
254539,94209.7
259373,96777.2
263702,97005.7
287441,25127.2
284508,40533.2
304340,24053.1
265381,77911.9
256661,97812.7
287712,36395
267473,77162.2
265802,59816.3
271134,46678.8
256567,98094.3
273798,93075.8
256528,98071.8
256383,69519.2
272826,68596.4
250050,55092
250638,62592.2
277622,36438.6
263154,92522.5
278420,45136.6
266700,51980.4
286576,16618.5
329042,8789.48
275678,83092
277534,90958.2
281527,36434.8
264285,45163.2
261823,72699.3
264915,36063.5
261736,81253.4
281776,54310
294056,25916.3
275653,49369.4
301229,21351.5
261574,84355
285084,53706
250514,49361.2
398303,2915.65
256418,88829.2
274496,49230.2
277424,49526.5
308016,17047
276217,77620.5
362130,5119.15
278577,44386.6
265714,86730.4
344901,9083.16
282698,60727.8
267180,84928.8
322990,21902.2
266461,95421.5
263165,86752.5
270622,97698.1
280481,50020.1
295747,30416.9
276739,50291.6
294643,46066.4
299771,37383.7
285525,50056.1
270350,95227.6
290053,39024.5
266847,84210
287510,95358
298549,45634.1
295997,28758
277523,85038.5
298153,57854.8
322355,13498
294238,34634.8
284763,62051.4
329469,10830.6
263707,93700
267234,71587.7
275584,48879
283595,52203.6
314825,44093.8
299605,23211.6
299622,24864.4
288730,19291.9
275059,50594.8
276910,48428.7
324522,13150.9
330729,11965.6
295549,32934.6
288287,67603
270920,96950.5
300149,34515.2
278180,81865.9
281966,59646.1
280098,62382.4
286810,30936.7
281199,32335.9
258289,95220.2
269882,48394.2
263768,89995.2
274136,49789.1
307325,11494.3
481600,1199.06
269297,99347.6
288928,33599.4
280886,81636.4
332874,13672.8
293786,54640
331942,10001.7
254988,91634.2
263037,65254.7
306811,20959.5
268712,98918.4
295805,24082.2
295172,66694.3
298625,48011.4
304621,24796.6
298710,73254.5
334637,6293.07
346588,8545.52
272118,99229.4
281710,80694.3
287477,82150.6
313201,33985.3
312211,52400.3
280571,71328.9
278639,62957.8
311740,40923.7
286407,98009.4
296109,48897.6
586534,616.41
306418,53771.4
289176,53536.4
326260,20296.7
303498,80082
290572,98986.3
274042,69128.6
297241,83566.7
304453,42427.5
275598,78768.4
334539,23018.9
298438,48725.2
341222,14158.5
291148,66179
325107,48203.3
342596,16036
340093,12560.8
299062,61753.8
335792,15198.8
321433,30768.9
363486,6285.8
288636,94127.1
338325,10545.3
296418,43683.3
304722,68856
486990,1372.35
296226,55886.1
316165,20745.3
319212,23557.7
333964,14261.6
376839,5000.85
332316,13817.3
283175,70110.7
323855,11497
328517,15095.3
285345,59163.7
293876,48611.6
304417,26858.8
334964,43370.6
290469,95146
285135,87430.1
310302,29561
306930,45733.4
301992,54305.9
288647,98667.3
286129,81864.1
293868,79818.9
360303,9015.27
331383,26262
353845,9241.48
323223,37556.9
291267,83389
318617,21724.1
290332,99045.5
426238,2613.92
307789,49744.9
388682,4868.21
295153,60518.5
297273,71455.9
348344,11908.7
344654,12855
294490,99474
300389,46068.2
306073,36359.1
298928,58611.8
308982,23236.6
296566,68112.6
358666,7300.16
289550,90557.8
314577,54130
297298,55033.2
314360,22414.7
285473,95338.3
298272,69928.2
294981,88137.9
664977,309.908
282977,74170.9
359810,8684.83
295608,80169.5
387548,4714.96
300886,95890.6
308554,61244.7
353593,12701.6
317307,25304
313350,45254.7
342480,15870.2
289363,97737.6
354704,10611.8
297128,55986.6
286145,75956.1
284034,89072.4
275997,75776.2
286387,52522.6
285131,95836.8
306450,62391.8
312361,93010
309131,40949.2
296091,78017.5
344212,14600.5
289720,82848.7
331415,21723
374535,7525.43
374179,5523.85
302849,81473.2
321846,38219.1
355329,12134.8
298810,94022.5
280355,80437.2
295189,60599.8
302364,61607.8
311522,84126.1
299737,47701.3
322258,21404.2
311387,30438.3
433475,2198.64
296061,95026.5
324388,41595
300350,89848.7
315072,29444.6
292942,41325.8
295531,80305.1
305436,46639.9
304169,93399.4
304124,55056.5
300613,70673.6
296563,93214
302587,51095.2
305168,79244.6
297258,83533.4
443851,2481.26
333356,17891.5
282627,88370
314892,55164
290851,85816.9
298986,74548.3
291846,54165.9
388489,5749.72
299722,99781.5
289857,89887.8
295384,83818.5
323217,15810.6
366663,8798.73
307275,79742.5
309197,55552.4
312439,36400.4
309138,26791.3
284023,83646
321585,26307.7
304636,48789.7
372245,7115.08
319263,37351.2
319585,20705.6
281391,79250.2
286248,89593.6
293936,34620
297972,68108.5
310658,27702.3
321034,18899.6
298311,46748.2
290333,94176.2
288629,71310.4
313949,26856
301069,49845.5
275787,61787.9
306568,33579.7
293566,40453.6
280738,46416.4
290608,33154.3
284462,79796.8
310668,30529.8
307684,35381.8
284374,63513.9
301518,63897.5
310852,27386.9
298189,54483.3
305302,49446.4
351952,6643.48
298345,57049.1
293319,38064.2
299299,22315.2
295493,46570.9
302020,43014.7
276828,72292.9
360171,9785.03
276800,79895
319764,25393.6
298035,62237.8
327613,19897.6
308781,30809.5
424148,2991.24
316974,22217.5
356838,9658.42
329250,21394.6
295347,72241.8
305058,62436.2
314704,47314.6
285242,74128.7
320054,27431.5
369937,8161.85
306315,84476
306667,54997.4
306392,36271.7
294740,91344.5
303268,38599
302394,43698
295567,78501.2
358419,10531
296276,65501.8
301289,48894
301221,98932.8
298956,50718
304288,37052.6
308598,46081.6
760726,3.65558
549181,1073.7
309570,29523.6
298840,90347.8
301812,73735.4
310747,27729.4
305162,35300.4
300106,73657.1
320153,22518.3
334304,22861.7
360713,8529.63
312503,38346.2
298342,97666
293429,86280.5
295117,90100.2
327684,29268.9
292937,84167.7
405339,4228.19
295671,93703.4
343587,21301.1
332700,36796.6
308490,54484.9
357530,11974.6
336564,18741.9
434303,3897.76
321427,39570.1
301858,98131.7
309869,61371.2
291417,75157.8
300454,75638.7
282175,95337.4
314761,39021
307872,53383.4
343246,19604
312587,49135
301244,75805.1
286223,75793.8
283935,81285.1
302441,43611.1
353684,11479.6
314077,56321
312080,82944.2
312926,74921.6
349296,18723.3
306446,98597.4
327593,27770.9
294658,93869.2
524512,1232.03
341254,25991.8
304586,44301.2
298443,63545.5
296003,63758.2
296001,67711.1
313607,35103.7
309989,80163.8
292943,43743.7
298278,99738.6
318967,29984.3
334629,15624.4
314340,50191.3
317426,46028.9
316377,39123
350387,22332.6
313388,67343.3
324591,71771.1
304639,99627.6
314613,69950.2
371226,7942.62
309635,77475
323634,35923.5
328574,36858.1
323461,34452.4
311507,62139.2
343332,14884.3
321646,42229.5
310651,66655.8
450507,2167.63
323225,46051.1
302217,51808.4
314741,74505.5
311705,92969.4
332044,22694.1
465838,2071.43
323687,60235.3
336467,18952.2
319266,73087.7
322889,60742.2
323815,60263.2
297906,96840.8
313834,77721.4
318444,66170.8
332581,33393.8
479232,1492.8
316148,76800.4
346320,17634.8
317602,65005.8
338087,26428.3
353567,21433.4
329040,38855.5
320183,80674.9
324472,44493.2
316414,88041.2
308974,98038.6
302146,77794.6
330438,22837.9
349354,11506.6
318871,31390.4
319346,36402.1
319529,71991.9
350529,12566.6
336247,16013.7
480916,1570.85
317094,80667.5
392190,5287.04
302559,77372.2
379928,6997.34
317712,84720.2
347344,19419.9
381281,4695.29
347596,20281.5
330094,31425.7
323115,62068.2
325194,68068.3
332817,27185.4
319748,97236.8
441060,3302.73
324551,50081.8
331055,34890
314525,67467.8
307328,90954
329966,38392.1
303289,97999.6
320915,61812
311181,78919.3
323455,32830.6
320441,60997.6
349535,16442.2
322378,35019
352274,20326.1
310686,89266.7
313618,90825.2
359662,17653.8
322154,84928.6
308380,97168.7
308592,82520.6
429863,4979.78
599667,748.068
334515,41328.9
320421,81043.2
360950,20699.2
310640,71646.8
438877,3185.08
319458,99579.6
471087,1776.47
336748,59632.3
314766,71611.8
319907,84674.4
318666,94759.5
331637,53877.8
381581,12567
369499,15515.5
332931,62339.9
333581,89563.5
366113,17948.2
319074,84492.8
333114,59350.9
332114,64864.4
329103,57959.9
336003,73837.2
401181,3811.13
309491,98780.1
307818,83992.8
326313,34000.1
311476,52009
323362,60743.6
320013,69069.5
371530,16482.5
318078,98034
316542,82815.9
353404,16005.4
323182,89647.7
323016,72042.2
324362,98386
321485,79140.5
356472,13554
320687,94251.6
326561,82273.6
332075,28697.2
341857,29947.2
341130,39593.7
529477,1824.08
375960,13429.1
342750,50476.7
415457,6349.79
332749,94439
382729,12706.3
418859,4995.4
346334,76213.3
342133,82469.2
327277,71089.8
333269,81817.8
319279,97960.7
325493,84157.5
353447,22332.2
364867,21273.5
340687,33744.1
314207,93690.6
321709,82431.2
325671,67602.8
375448,13614.6
335419,51562.4
323548,85095.4
342203,42301
316013,59338.4
337346,47949.1
328201,91349.9
323688,70100.4
331207,83804.4
323580,68533.3
343632,38640.7
461455,2923.56
326944,94769.4
344716,55758.1
334107,99750.7
340440,80072.8
331682,71019.5
330301,53721.3
335888,65829.5
344855,33566.6
341499,86352.8
575683,966.515
339509,76787.7
325343,95415.6
338258,93510.8
339918,63120.1
338042,81269.4
396173,11508.6
327136,70002
330872,69988.6
560539,1083.11
339493,90679.6
338378,91443.3
365612,17563.4
339537,71052.8
361901,17881
341201,47714.4
344406,37669
331103,56948.8
413678,5022.8
378414,13070.6
336507,59771.4
378526,10942.8
529728,1842.22
324689,96728.8
334045,89936.4
317391,68098.1
331553,82735.8
339437,85171.4
360306,19223.3
373868,18654
336896,94801.2
338276,41370.6
351549,41219.7
349742,24376.3
361166,27229.9
344062,59099.6
377056,13872.7
378189,19750
359448,17174.1
456493,4093.18
342440,63049
403622,10092
375893,30289.4
343719,87639.8
352786,58489.6
342550,75072
350083,63325.9
342712,64422.6
365982,44028.4
346079,74445.8
374167,19990.7
351044,43860.8
347872,26544.1
349476,89333.2
344956,51481.8
341079,94199.4
359769,24230.8
356302,29034.9
334807,93138.8
330789,68313
384533,16482.1
327046,90366.1
368768,20897.3
448591,3714.6
338526,80211.6
348309,89324.3
368267,22070.4
365879,24773.9
353258,59031.8
414244,8228.5
350188,72184.4
379583,16421.2
394276,11389.5
347361,71814.9
380406,12784.4
340999,76717.8
342208,90417.1
347150,77135.3
346361,79321.5
343911,69821
340837,90144.6
512735,1642.71
352727,53632.5
348308,73459.9
352712,49418.5
343861,40488.2
344462,38667.9
347951,64851.8
350203,64120.9
343639,75221.8
452839,4848.71
348011,49688.6
350904,54226.7
362236,59009.8
401268,10395.5
389239,16490.8
377595,28314.8
403950,9757.26
360484,28699.3
354343,47907.6
343102,53495.5
352002,94446.4
359433,67473.9
348245,87677.5
350662,98061.8
359319,72744.5
381565,21921.9
354120,95254.8
397359,20711.4
392234,17296.7
352569,71079.4
352102,52120.1
362032,58066.6
363007,58241.1
356868,50736.7
363951,42138
347614,75500.8
362512,59094.9
415047,8901.77
368896,43272
362217,89828.8
591150,904.89
368469,64875.8
371026,60460
349486,88397.9
365095,69545.9
430149,8101.84
361674,89145.2
367787,57242.4
359673,97047.4
398585,13544.8
426520,7370.83
366271,57152.5
364019,80332.4
387519,23444.6
361758,64820.6
355264,46274.3
424154,5979.91
380861,32002
352250,94434.1
361936,64319.9
340503,74999.3
436609,5661.01
370018,47013.1
369143,62741.2
360542,66728
346602,97968.7
373978,40378.9
358402,82442.6
370139,34715.1
364054,49373.7
356892,40030.8
360476,66174.6
372169,31705.9
382588,16707
357507,99037.3
344924,83132.4
351839,86443.2
357660,71437.8
356866,68555.2
386097,23117.6
396787,19582.4
365242,44892.5
372883,36295.4
425142,8476.43
360311,93765.7
494313,3413.02
404298,13686.7
361151,71603.2
380743,51330.9
370105,88647.9
374212,70548
395695,20836.4
369517,79330.8
378215,42558.9
384995,35060.7
369746,59689.2
366623,83958.9
366882,84229.1
369299,75530.7
369223,79876.6
378698,35206
471516,3501.62
406607,15846.4
356455,77742.5
369473,79963.9
373624,36127.7
368312,74598.4
386066,27272.4
410711,18232.7
383342,59474
361238,96417.9
395269,37467.6
392717,25160
389200,48080.8
411957,17508.1
414081,19922.1
407491,49581.3
401775,78934.4
390893,33864.5
400865,30342.8
460778,5956.75
382942,46051.6
379622,43033.4
410325,40774.9
382494,66388.2
402627,40568.2
383574,90770
430290,10895
383944,43912.2
361818,68683.7
421247,13123.3
550435,1588.24
373193,74171
376470,56333.8
367391,88352.9
367339,97679.8
376657,53423.1
395731,31558.9
390714,72913.7
405614,22048.8
448985,8512.91
391322,67551.4
412133,50728.6
380771,90801.5
400274,27834.7
392613,69700.9
380275,96886.1
444601,8830.64
370766,96998.7
460426,5759.97
387423,49365.6
359202,86088.9
385856,51010.4
386651,42827.3
378546,31981.1
394249,35679.3
374107,90526.7
358951,97855.2
409749,22411.2
372129,93329.8
367725,95704.6
398409,66580.7
411160,23778.4
378006,87495.9
405458,30479.7
417082,16437.9
413557,23261.5
368759,97047.4
381439,86839.8
395044,28558.7
379788,88879
386167,57416.1
378643,72084.2
385673,65999.1
468605,4318.16
417938,14416.1
437537,10941.7
395308,42692.7
415062,13698
384973,68441.7
383282,81965.7
418908,16234.9
377995,95431.1
372896,89982.4
361611,95605.3
383890,70104.9
373637,94348.8
400571,33753.8
406393,20054
417437,21791.5
463258,6014.87
396083,31508.7
372889,72985.3
576829,1965.12
380693,71913.7
390292,32844.9
398186,35529.7
387773,58295.9
381957,83524.6
382860,83937.3
380803,76230.4
399467,34801.1
408403,25813.6
425227,14296.4
381244,79641.4
383139,74162.2
406336,26330.8
398963,32253.8
392963,80830.6
412184,23351
377924,96129
384009,50818.1
398610,44570.2
422410,17684.9
424459,12568.8
397855,57617.5
403236,33311.1
395388,61730.6
423511,19211.1
400357,77378.7
385657,77697.7
395014,84686.5
411990,42650.8
411308,39914.3
397782,63455.3
395259,80428.8
400347,66550.2
397700,96473.6
389025,96859.3
385404,65286.9
397860,45569.9
383713,76532.6
397654,25711.1
388227,82604.5
397616,72255.2
373442,65633
383479,41873.6
386373,79504.6
480682,5690.32
395689,78093.1
394711,92066.4
415508,26920.7
392268,44349.2
387932,77449.6
401657,59952.8
396591,69567.2
446097,8550.87
423335,19320.4
443490,14517.6
409452,21168.1
421840,24935.8
385691,81992.1
401448,68133.2
406984,40639.8
421287,20455.7
401853,45311.1
399882,90539.6
406579,64331.5
437591,14792.6
459767,5849.46
392461,83362.7
403175,79115
412805,22551.1
429205,20426.9
408973,47777.5
423109,18012.7
399828,43379.3
454475,10791.8
429884,28881.1
418448,47372.1
416088,66319.4
402043,72677.5
419885,54251.7
408852,74043.1
390497,90732
415238,40954.8
422363,38868.5
409775,74503
418171,51545.9
427121,25062.4
439299,20430.4
421137,49601.4
424266,33423.6
403327,69088.2
407446,72150.6
418416,50068.7
408605,94858.4
423342,43642.4
628330,1143.53
412452,71477.2
438131,22869.2
401505,97712.8
402619,59946.3
427006,34378.3
410801,61533.1
405104,49030.2
403977,82595
411437,64005.8
407887,62537.4
414952,63928.2
421340,41913.2
413377,51183.2
426807,31996.6
407145,73022.6
466723,14281.4
458997,15610.5
412969,72492
413370,36042.1
411735,65788.7
412364,65263.1
416658,54117.6
400208,98264.8
404513,86128.6
406906,83553.1
409905,99550.5
478711,8683.82
416452,54916.1
408360,88516.9
412225,30485.6
392539,82407.1
417761,40830.8
506820,4970.51
391083,88616
541948,2425.48
438485,11885.7
423187,36142.9
434133,18509.4
495883,5384.01
430125,31319.1
602952,1469.76
418767,72771.9
882180,123.572
420551,46001.8
424381,49158.7
425045,29112
401500,98278
412334,94960.3
426573,38292.7
576989,1723.79
475787,10248.3
430081,47939
421256,70120.2
481463,10755.8
428389,25895.9
453641,17718.2
458327,15351.1
406061,69151.9
429588,41589.7
400357,89554
420284,55567.9
417103,73564.5
415746,64652.6
434459,29506.6
405034,55789.8
773244,444.469
439490,23196.3
422301,48408.6
422556,55829.5
426294,53356.8
428283,57065.5
423500,34833.8
415133,32748.1
416245,61358.1
451810,14453.9
416684,46032.7
414162,31784.7
412616,44633.5
412944,50621.2
434432,40258.8
428296,63464.8
426554,78132.7
431950,63156.3
624065,1737.4
468140,13385.6
432320,52304.7
468128,14442
451119,18876.5
432080,44791.9
684525,803.321
429765,96870.8
424090,91661.4
412618,89939.8
423823,99786.2
435217,59424.1
404950,96524
447851,14879.7
484930,10526.8
405253,95160.8
415333,79424.9
515091,6912.49
573940,2403.09
420119,61370.3
430346,91570.8
465014,22975.6
438111,45478.1
465335,25224.8
411694,74572
486142,18564.3
432157,60549.4
425153,84720.3
444919,27381.4
445852,33785.8
435907,23438
442981,17924.5
426675,84882.3
443837,33868.2
456043,20097.8
439424,36764.7
445184,64694.3
451815,23554.2
452131,38248.2
496418,8490.15
435493,59559.1
463159,19963.4
421803,96859.6
432521,78280.6
446360,55275.2
449006,34364.7
441508,46500.8
467118,23579.1
444064,29360.4
443830,51587.5
416149,92178.6
457537,35636.9
583237,2289.83
425805,98536
444933,49409.3
426913,89363.9
416854,76130.3
440758,68349.7
458685,25812.2
435674,76922.1
445762,68537.5
448035,37850.2
482535,17752.1
429102,76743.7
464377,27295.5
474894,31861.7
448025,54059.1
585620,3021.45
443106,53944
511655,6734.08
457165,36052.2
440029,47417.3
438200,79260.7
444541,49606
437596,69411.2
428500,66831.5
532089,4810.08
438621,71628.6
484543,12275.5
433339,97396.4
451489,37037.6
500672,8735.33
443344,41515.6
439316,86947.5
479782,20029.3
437108,43446.5
451700,43163.8
486552,14066.4
452940,44412.6
455015,27531.5
432795,53346
459927,26176.3
438676,88196.8
482738,9147.62
449140,52152.5
454001,35468.2
454057,76580.1
464708,44412.3
453022,92073
448608,88028.7
465694,51385.3
499798,8859.62
474343,25209.9
458058,53388.5
454111,73065.3
466644,45072.8
515329,9539.8
465415,28819.4
428444,81003.9
461837,29752.2
441630,70671.6
453847,27361.1
602521,2245.55
449523,34587.6
458348,46307.8
512542,9386.66
436754,68533.6
477065,26552
462580,29326.9
440028,99650
444526,82594.5
433046,87670.6
430940,66094
438937,76218.8
463287,45462.3
451304,53793.7
459890,80323.5
459720,81372.4
488222,17687.2
463039,63736.3
464328,35436.1
467712,36579.1
464110,83807.6
550045,5330.57
452025,55227.5
461280,27734
457447,87703
463136,51004.9
465490,51950.9
464531,82353
462679,58256.6
483096,13492.6
463965,71830.4
459282,44068.7
531701,7778.72
452299,39599.1
470224,48144.5
466813,60252
462630,80695.1
467008,46701.4
463394,85023.9
508454,14392.2
588178,3655.54
479203,22559
468941,54800.1
452144,53610.1
492574,14935.5
497381,12496.2
460356,78536.7
500998,13603.7
498735,13950.3
466044,29688.4
461081,82407.1
491159,21841.6
546898,4452.83
495444,20571.3
445664,64499.3
471937,33101
462647,27934.1
466731,35588.2
512804,7949.62
500582,16107.7
455300,92331.4
456190,84804.8
523331,8267.88
466097,53145.6
472835,43289
