Time in Microseconds,C
79785,20418.6
61837,75805.9
54218,99121.2
68225,48473.4
79350,19899.2
70521,62700.5
67301,51490
60853,59827.7
69810,49478
68816,52591.2
61107,72540.3
52855,82657.6
50863,98493.4
59808,69031.3
60131,60536.6
66045,53851.1
71978,38772.1
67818,52948.1
59978,69766.6
55850,85023.8
72661,34579.1
72811,31331.7
51715,94996.6
55051,81444.5
66789,50465.4
72852,40878.5
62831,73034.5
99791,14667.6
81918,40044.1
72613,48550.7
62831,66092.8
87662,23636.4
60185,95231.5
69812,50660.2
70810,51011.5
70794,37065.1
54266,90256.7
53269,92420
71015,36625.6
66756,45738.6
55848,93335.3
65374,45739
61774,60525.4
115690,11556.4
59840,79336.3
74800,27742.6
79787,26480.4
45877,88792.2
44878,80033.9
56999,46017.6
52973,90912.7
45383,78518.4
132679,6138.43
45868,94045.9
60836,39410.5
66820,55980.7
51860,99852.8
56257,83959.3
72694,39391.2
63827,56946.2
68814,47197.4
111189,11094.4
183476,2794.32
55351,88341.7
68814,46994.4
70966,31149
83776,21401.4
70811,36458.3
57844,93898.7
88730,29202.3
159573,3222.03
56818,87529.6
121673,6941.92
64826,50534.8
62824,60851.2
103721,12834.9
154517,4589.87
56975,64345.7
73749,35409.6
102843,11430
57945,87618.5
61590,56070.5
103716,17304.7
67394,48853
56436,97647.7
78789,23514.3
81981,22030.5
54858,62007.8
141863,5108.69
49221,94434.2
54721,74077.3
113243,8866.54
99730,12060.9
84765,18502.1
129125,6602.93
99706,25487.5
55075,91856.3
53855,80515.2
54848,96805
53856,72444.7
56181,99623
54853,99774.3
78512,41782.9
74801,47306.7
83918,26866.7
47896,98757.4
70809,36711.3
66820,45769.5
148977,4492.4
200839,1096.53
58208,57270
58842,63550.1
57844,59822.1
47852,76699.3
91752,20285.1
54852,68620.2
61987,43247
54852,68149.9
62950,55606.2
73802,26602.7
62831,56735.9
71420,59206
62800,52730
46873,98420.1
62831,48825.8
113712,11463.6
65291,44873.8
57845,70574.7
88761,26647.1
54849,99123.8
62226,62697.4
63830,57036
93010,21163.6
54824,74210.6
59598,63651.5
81963,22295.1
58842,76307.5
139282,6192.65
78531,25467.4
101841,13969.3
64826,57706.6
74800,47014.3
71193,38502.7
113801,10500.6
58985,86079.7
55348,88002.2
70808,38483.3
65650,47982.4
54852,78660.9
55544,86696.4
64932,60824.3
84718,24851.6
67200,53417.9
233274,571.635
66647,62489.3
100109,14257.9
57346,99377.1
64594,67625.4
73237,50658.1
69812,61578.1
93503,29299.3
56846,93971.6
60814,73358
98111,12562.8
55667,91362
73799,28492.1
58836,66271.4
76794,41079.6
230926,183.927
73146,28230.9
62833,59593.1
59840,70827.3
60813,91084.8
58442,63947.5
73840,30036.7
63941,54873.7
62164,61732.4
62789,60161.3
79784,34485.8
60037,70004.3
58841,73685
60836,74244.4
63470,58183.6
69237,48501.9
101237,15644
59998,74182.2
68785,49564.6
113439,8525.47
62686,62628.9
83764,23230.6
67297,50328.4
57844,74425.8
57843,83973.3
57494,75573.1
57814,78758.8
60896,59988.5
65824,53237
61936,79529.1
59544,70498.4
80147,20786.8
66880,46842
66124,51757.7
60912,71082
112698,12617.1
70938,27452.2
54851,99466.6
64519,49778.2
68782,43155.9
57802,85024
64826,46271
59014,83687.4
71806,41169.7
55851,99568.1
85155,26941.8
98609,14104.7
114691,9926.88
61554,78834.2
58845,73550.9
59837,84517.2
82765,24762.4
62700,62463.7
60313,76905.4
97950,17365.3
60359,91972.3
145255,7219.28
93715,15578.9
66785,50240
83776,25867.8
71313,36579.3
118380,7926.43
54839,98544.1
56816,68581.6
106714,11414
78788,30433.7
97845,16072.3
68814,44253.6
68784,45009.8
71807,39654.3
82778,24786.5
68813,50009.6
65037,63569.2
65416,62667.9
73662,30014.2
94745,18649.9
64332,71204.7
114693,9634.81
64116,57960.7
65187,86300.5
70492,40752.8
61845,83136
138203,5135.25
64824,56991.1
63830,84545.3
67815,50221.6
83210,32595.8
57840,70727.2
105872,9438.45
97365,13792.1
99782,14150.2
70102,49265.8
88066,20348.5
72742,46611
176808,3685.55
75796,27397.1
62831,60369.8
142612,5937.24
175914,3306.31
66064,73756.4
86125,26383.9
78193,43186.5
193939,2239.1
101103,15986
69013,58581.5
64882,98811
84585,28683.8
128772,10552.4
64345,69762.4
65968,69709.7
69813,54617
95106,21543.5
62829,96830.9
184813,2940.53
64826,48779.6
65815,65707.8
62876,98915.4
84764,37912.7
82327,41808.1
76401,56503.2
79499,39045.6
85983,33719.5
80785,40650.5
71947,69336.7
78682,46569.3
70311,67018.5
68816,63076.9
70770,78687.9
76618,42156.2
107686,14421.8
71282,50394.5
90756,21512.3
61835,91075.5
69811,58091.3
68654,71284.4
81883,28328.5
60837,99918.3
76973,41569.2
61713,97321.1
130649,9269.9
101036,18841.2
90526,35453.3
64797,76608.4
59624,98826
66821,63887.2
61834,89898.5
120192,11956.3
86034,52565.8
68816,70060.9
123669,12037.2
64799,77230.3
128924,10311.8
66789,85508.7
105716,18379.8
82129,51390.2
66728,87533.4
82785,38441.7
86767,35171.7
74352,70207.2
65803,91684.6
66827,87270.7
70388,72808.8
98452,15579.3
76796,61411.3
70843,85039.3
72917,65813.4
78362,41534.2
148603,7008.66
238482,823.027
99549,24023.5
90246,36571.3
103721,22091.8
105689,20778.9
72824,68377.5
68817,89885.1
66819,86548.3
88764,43218.5
56846,91189.2
66095,69229.5
66810,69626.9
143612,5480.16
119759,13272.3
66821,63270.8
63115,82583.9
63846,79834.9
62831,85166.9
96742,23486.3
92962,19603.1
69104,42454.8
279203,75.8887
70343,53295.1
166522,3400.29
112491,10358.2
69812,44409.6
61268,95130.9
64826,74913.6
61504,92013.2
193482,3172.5
78763,38963.9
80871,42596.8
70184,61444.4
84534,47425.7
127249,9445.93
85986,29796
86759,28466.7
85319,29188.5
62156,95960.5
117770,10854.4
69136,81477.7
65497,85653
76466,47905
65637,98113.2
96675,25844.3
82116,35239.1
76467,54168.1
81782,42598
76003,82194.2
114670,16131.8
66982,81165
63387,91065.5
61833,95601.2
71806,65313.7
140546,11990.9
132641,11330.5
125408,12675.8
142618,8581.86
73743,46561.5
98735,18564.8
66482,96727.3
66789,87628.1
89759,35421.4
97705,18214
91728,26448.1
110039,20930.3
73800,78346.9
70810,76141.3
88205,43605.3
79727,42316
68728,87995.3
67954,72893.4
88762,28262.4
215131,1950.56
82777,43165.6
84919,31971.9
67169,87721.5
79693,42106
69451,55429
70002,87084
74840,30844.4
64827,89330.7
105691,13187.4
71807,52855.4
141621,8481.24
69782,63190.9
77788,29584.5
71806,54958.4
66872,77959.1
175264,3037.24
94745,25367.3
96483,29832
83181,68274.3
70002,82311.3
96843,23978.6
89257,31366.4
160109,4364.22
113664,14822.9
67817,83719
75808,61823.3
177822,4707.1
84773,39628.3
125865,11168.8
273326,172.25
64180,89055.7
64827,82178.5
77580,55849.5
113521,16048.2
81760,38370.8
70799,56877.6
65823,73885.2
69210,71697.2
71657,56011.6
266006,420.53
70788,65670.5
64825,83276
63221,98948.2
61828,87314.9
84104,36208.8
70781,56328.6
69340,69509.9
93217,23349.8
64749,89840.7
72994,72261.4
141621,6626.75
89781,36470.2
97363,22637.8
284239,142.112
74094,60476.5
116722,12219.6
65823,78288
62230,82203.9
74800,67685.2
85504,34822.8
87411,32005.5
106910,17722.8
63829,99585.5
62799,65137.2
90757,30185
117520,11985.6
81390,53797.9
84539,43229.2
107710,16734.7
69784,77451.1
131647,8331.13
84727,43099.9
93746,27396.3
102066,21312
82588,55440.5
309172,15.9022
80784,48810.5
128646,10764
76452,61772.8
72038,65299.7
73791,71386.1
87840,31087.6
88757,29723.2
70506,89890.7
84903,40017.3
72867,97719.5
70808,92719.2
292219,120.748
72138,77464.4
74635,76054
159170,5538.62
77755,59031.2
78788,46368.4
131847,9327.05
95709,31473.9
79773,52305.8
88661,38028.8
71771,88449.4
74303,81154.2
85769,36500.7
91909,31720.2
188173,3905.74
85868,42545.5
89437,34455.8
72788,65006.9
72804,92958.4
87629,51535
84110,56505.6
81296,72770.9
95066,31333.4
101204,55683.7
148397,6457.66
92750,34116.4
92009,38042.3
74798,84392.1
80022,52551.1
87648,33434.2
76794,57170.5
65822,94979.7
116688,12522.6
77791,51155.3
75797,66573.5
73999,74078.9
87954,34941.9
130446,7527.22
73322,83613.7
78757,62754.5
91816,35335
85320,58056.8
100730,28383.1
74795,65007.6
71074,90729.5
90015,43802.4
88761,37824.7
70809,86188.3
117630,18950.2
79645,54136.2
220248,2284.66
88491,28345.1
68429,64931.2
66788,80129
65621,89567
66784,87546.6
120921,19644.8
85770,41682.8
76791,89157.6
78788,70531.9
159586,5145.6
86768,73336.1
73753,99455.2
76789,81415.4
97387,22990.9
121472,10676.8
209439,2433.68
75643,94689.5
229387,1856.84
85531,53685.6
107828,28165.4
89736,48449.1
76047,96043.3
74799,79524.2
89759,45185.8
174532,4151.37
114770,21510.7
73277,93703.1
113052,17013.8
84873,49853.8
74277,70584
128600,9659.34
81779,62884.4
79703,51732.6
112337,15861.6
108113,17705.2
76980,67115
86684,37657.2
109707,15726.6
78911,57062.1
83048,44481.5
113695,24395.7
93729,31460.8
79210,68464
70808,83880.3
129624,13290.8
73891,88003.1
97738,29169.7
86765,37420.8
105255,21260
71775,83535.5
71940,89309.1
71807,90042.1
75633,68636.6
75880,79157
142872,9322.97
108453,20894.1
75914,55751.6
92750,30456.6
72025,81574.1
228359,2453.06
72060,70867.2
72846,77134.5
175043,5028.67
77070,96482.6
86772,57594.9
71805,90518.1
91755,39058.3
143354,10599.1
102723,34726.8
83775,64505.1
121641,19130.1
77560,82502.8
86505,45848
171541,5563.9
86867,47254.2
87241,51090.4
120022,21868.3
127658,11114.1
98763,47062
84510,88922.1
91063,32833.5
83289,59038.6
80162,94254.1
79191,88449.3
87387,44149.6
156016,5481.6
174082,4000.89
78266,95297.3
124623,13936.6
92458,61478.9
105942,31423.9
105012,29573.3
121997,12537
94284,53654.7
111868,47464.6
82694,87189.4
123281,13379.4
76241,81875.5
77379,75440.7
85020,54024
75234,89590.9
78938,78138.8
184889,3957.88
167020,5216.03
89907,70689.4
223225,1726.26
90360,88063.6
88346,64230.6
138086,11877.5
78806,99609.6
86244,68158
91615,46158.7
78621,78356.5
80649,62230.2
98822,59056.6
98269,29332.5
92751,40346.1
131491,8953.81
132416,8685.44
84977,74528.9
82711,78806.6
95805,32393.2
132696,8572.64
122349,13553.6
112850,17967.6
96416,46747.9
91667,37293.5
88424,68319.8
103934,21553.7
186547,3324.88
133101,10444.8
103438,48528.7
119885,12596.5
83391,82986.4
93985,45449.8
88732,48517.8
100260,58593.5
75474,93941
100834,27175.8
109357,21781.9
77676,93603.4
82709,73160.1
82212,68410.9
82604,82551.4
95716,44125.6
98487,22726.2
77205,99111.5
95856,86477.5
78988,80880
77659,95910.4
108999,39636.7
114016,19581
80049,82261.9
90596,63159.5
99732,33049.6
92888,76354.1
81923,73301.1
128126,20301.6
216667,3287.07
93904,58904.7
133293,12458.6
104642,26512.3
95558,71652.2
99493,38964
152059,7704.81
97599,51205.9
198665,3678.88
108107,35804.1
104217,60405.2
97136,53586.3
96012,40188.9
95744,87781
86559,96993.8
252140,1287.74
104790,30508.1
90065,80773.6
96942,54111.2
102724,31160.2
100640,32380.3
109176,47901.7
94343,56888.4
121553,19168.1
97433,62369.8
90995,54216.9
96187,67905
92985,60126
92924,59582.1
129637,43987.1
106714,44194.2
115948,27695.9
130846,19957.8
93820,83303.4
94076,77878.8
114730,53885.5
102660,59902.8
91919,67808.1
97623,59131.8
102450,34107.2
87542,89513
97552,80641.3
115957,19987.7
102030,32916.3
113893,32744.8
96930,62458.3
103714,36328.4
113087,41886.5
120541,20254.9
82581,82887.8
193995,3577.02
137025,13635.2
236993,4225.79
93865,97141.2
94866,71400.4
94746,69399.2
81713,97608.9
86986,93143.8
84854,77907.2
81102,69666.4
74801,99573.5
81328,61942.9
101698,24948
105022,21623.7
80091,79480
115000,14733.5
75369,97156.7
76400,89181.9
76836,95024.1
84023,87909.5
80783,63816.4
82318,55234
79749,70554.2
81259,78798.2
88755,45355
79780,72210
87896,51854.6
105499,31801
84059,97192.8
85828,82017.1
97545,41657.7
88649,85317.9
111044,34423.1
90057,49236.8
90378,60084
105715,31760.8
183668,4914.41
87761,74923.8
120192,19965.7
90252,54139.9
87117,92625.6
181635,4428.1
84353,94484.8
104717,28779
84405,90176.6
98196,46981.8
91873,73917.9
90754,41877.2
89728,68596.1
94309,76240.8
104839,58410.6
91710,77866.5
92859,86234.9
212866,2730.49
151852,7377.12
124842,22855.5
178997,5856.08
108334,42111.3
97930,72778.7
88165,52555.4
83040,63591.7
82612,51694.9
79268,86432
95913,72154.5
77250,80063.2
106593,28204.1
111701,29337.5
78880,78128.1
75575,82464.8
112995,30226.8
90016,83141.2
335103,353.378
151738,7686.93
110515,50699.2
91345,90142.4
109029,38202.5
94444,67979
93616,72955.5
115649,21424.1
83557,97656.6
138008,10946.4
153453,6769.07
96717,53393.5
249331,1558.89
92104,82588.1
104437,33577.9
86118,93635.6
91278,96133
106139,27695.1
87010,90306.4
106211,41543.7
119797,25231.9
100621,64246.8
114881,26417.4
130706,17508.9
165556,6070.68
95818,82187.2
92789,80294.5
108675,36734.4
137863,15538.6
144276,13689.7
107429,42487.2
147019,11432
95710,68232.9
89833,95076.3
106897,42842.2
89758,95839.8
89918,86719.2
90463,91052.4
91718,97093.8
159793,7358.41
96092,80649.3
205830,4003.21
120568,21768.2
117047,22062.6
98481,56583.4
92914,70260.9
91753,80809.8
116511,31286.2
102725,47669.7
88615,71711.9
252453,2430.32
119004,28975.9
110421,39252.9
103628,44570.4
87970,86502.9
98242,54204.6
88422,99145.6
253558,2442.64
135905,12402.3
97988,45173.6
98850,41547.3
98495,37777.5
93030,74246.5
95088,62020.2
98752,45868.3
112406,24828.7
89047,85810
123772,21967.7
100949,61613.2
101569,56873.2
120959,21618.1
116612,27860.4
90595,99027.1
104086,37580.2
99823,41090.9
143573,10832.3
109927,33050.8
146386,14872.2
85616,73948.3
105234,42305.6
111283,26275.2
86402,63193
83063,96588.5
101848,39557
85951,81567.3
95757,55004.9
137490,13445.8
83042,86100.2
183513,5279.91
95051,98531.9
160610,11767
103299,64059.8
96042,80109.6
117196,30906.6
115344,34756.3
91194,81858
197971,5308.82
94376,89813.1
210229,4328.77
109065,33989.7
126740,21309
94166,68337.7
259249,1824.15
106190,44268.2
101280,51286.2
91813,80781.6
125860,19761.5
107119,33865.4
99775,76523
106958,49899.3
99158,78264.2
103259,90728.6
99133,84856.9
100644,65646.3
99173,99232.5
113737,33397.6
157551,8240.37
109820,38388.7
127472,17611.5
225687,2791.55
128177,42706.1
108611,74265.3
169690,5765.1
106423,70710.1
107121,68067.8
99719,84910.7
111675,60512.1
100129,86544.1
98030,70904.3
90137,99696.8
90949,79728.8
111926,42840.4
132867,16780.2
90861,89357.3
108689,45731.1
88859,97205.1
98090,59769.3
110995,43655.3
101020,53513.2
135110,18307.3
124741,33031.3
94203,63708.1
192451,3861.67
99146,84875.2
129799,20529.5
99678,76095.5
98735,84984.1
98602,86472
143098,10330.7
118223,30110.8
393740,16.5814
96345,71347.4
113657,36711.5
95919,71917.6
116478,35759.1
100412,79105.4
131935,19089
105274,46275.3
98064,93831.9
105208,75072.3
112341,47386.4
106891,62194.6
147142,13832.1
92999,97764.5
124666,24220.2
111159,48426.5
120082,34982.6
89275,97687.5
332602,492.976
96813,98292.2
118708,33446.9
105709,70298.6
99236,98513.9
183500,5255.66
126887,21320.3
122510,30439.3
100373,63851.5
185549,5679.48
107594,79935.6
200834,3974.19
114442,45388.3
122013,27486.3
108082,74612
118298,53288.4
109411,76443.1
122846,25593.8
108922,84733.4
98485,95550.3
116321,38668.3
104872,62692.1
118718,35208
100731,71070.3
99307,68573.6
124890,26290.2
291331,1261.94
102865,83925.5
100584,61033.7
97773,97328.1
111331,46496.4
109731,59010.4
216709,4092.8
103550,90666.1
109876,63075.2
103488,94120.6
136671,18054.9
108580,75803.6
107886,76305.1
110907,50375.5
125772,30069.4
118680,36666.5
105351,86952.9
104805,69427
170022,7381.98
105381,82103.8
100366,98799.3
158653,10681.9
124780,32282.4
100646,98524.4
109497,67738.2
102766,94392.9
109035,75266.8
104885,85827.2
112566,53091.3
122482,53390.7
143985,15196.3
123524,37587.5
108502,74552.2
113277,49462.2
122806,30903.5
164991,7943.83
144200,13820.3
105497,61658.8
102722,68570.4
126228,27408.8
242418,2239.83
125709,30091
122669,41882.6
119617,40772.2
121810,40624.9
113544,97390.2
109632,75235.4
127596,29657.7
114690,62591.3
168808,8747.22
107240,87994.1
107572,87487.5
117081,50770
111979,77828.5
102014,70472.7
118309,33949.4
104788,59249.6
265622,2034.05
247448,2441.19
118629,32539.1
126467,37295.2
288419,1556.53
109193,51233.2
109183,46721.9
117254,31648.5
101783,89137.9
104095,80300.9
102430,93371.2
116539,37692.4
108669,50188.6
114492,56332.8
110964,70003.6
111441,62726.8
114298,35862.5
116020,44524.4
116826,41931.4
143715,12744.5
139811,22865.3
160163,11540
132596,30868.2
110344,67069
130981,28873.9
109771,77977.2
105116,93197.6
127834,35905.5
119677,50403.6
121908,44432.2
103433,87600.1
118578,45668.8
122002,57721.8
109673,89414.8
108042,92728.4
153823,14674.1
113696,59891.5
117368,61679.7
209067,4116.25
119080,63777.9
105298,63508.5
138957,17906.3
104134,79943.3
102168,90654.8
119070,42848.4
115224,49871
98655,79018.8
137759,24836.7
133709,26304.1
123327,40621
114513,93804.5
129791,31340
115785,75309.5
114690,86781.1
138745,23994.9
115441,79547.2
114588,90498.2
115168,84967.1
188836,8206.24
305902,1505.52
124152,52614.5
115277,84783.6
117671,77706.2
118075,76777.2
319641,962.125
119835,81178.7
130067,37803.5
107490,85810.6
139110,21128.7
110094,92072
110636,97216.3
172441,8511.03
133782,58359.2
113164,90607.5
151958,17289.1
121267,40482.9
132251,31962.5
106748,88715.2
155928,20375.9
106179,89733.4
142423,28742.7
131150,43645.6
166549,12582.7
112402,63751.5
127095,49895.3
169319,10560.5
130638,34443.7
106844,73239.8
108343,72968.3
108266,73986.4
151956,23321.2
108977,89587.7
110649,61481.6
107654,85149.8
147877,15679.1
106817,98959.9
102596,79260.2
122985,32028.3
104348,90245.9
113736,66606.3
121040,35819.4
233989,2731.07
109047,63606.6
193411,5907.62
143201,14968.2
102020,98123.7
109340,71377.3
160500,11775.2
112765,81351.2
109849,97180.4
109296,82951.1
118177,59568.9
137005,18376
204458,5512.32
108632,90843
320042,882.226
116146,80979.8
151775,18565.6
133689,38738.4
124347,53042.8
270418,1996.23
133536,49759.7
120483,81792.1
122796,71016
159476,14678.9
165476,11953.4
133945,36184.4
135523,30671
116100,98588.5
117869,71083.8
117817,81044.1
136497,31581.5
115157,96687.3
115257,83949.1
254873,2188.89
132365,42000.8
115444,92983.9
145868,36635.7
131602,93877.1
144332,29516.4
119497,78101.1
124801,81584.6
141451,27043.2
133175,42245.3
123913,98196
123194,66296.2
125743,56396.5
113215,77041
144051,25290.3
155426,19447.8
119474,62738.2
126431,45597.7
120603,56156.2
122140,56844
162428,13911.5
132137,38018.3
116902,80510.9
145038,28716.1
126846,53355.8
122913,78947.6
136621,30726.5
124344,56466.5
122493,56850.7
132595,34616.3
126417,47473
115108,91341.9
114831,91212.6
113550,91001.8
112697,93922.7
125016,57254.1
148011,22140.4
394769,264.285
118905,87178.8
123299,58397.1
128681,56140.9
134593,30368.7
125653,58475
149606,21898.5
119928,97961
173703,8729.85
129171,39728.9
225092,4547.78
152548,23828.6
256614,2378.51
383303,500.131
121383,87982.1
168182,9755.75
223599,4971.03
123139,48562
115990,54895.4
161175,12674.6
123388,51334.2
142016,24244.7
131588,34262.6
117050,42695.7
136014,32248.1
114453,74109.6
130561,65983.8
120797,98234
199239,5835.14
130931,62739.9
139499,65560.8
142860,41136.8
123718,84636.7
154412,22383.9
126211,71476.1
122472,83355.6
204853,6557.23
185339,12596.8
164785,14966.9
139237,37587.7
172181,14287.9
134424,42250.4
128260,48099.6
233265,3622.7
159000,23045.7
131263,47437.3
129805,57680.2
125498,67228.9
204108,6762.18
170857,10700.4
130922,47762.1
128275,81775.1
135576,46032.1
130699,48348.1
131422,59357.8
129101,64995.8
170037,14849.1
123362,70578.5
155907,20573
137615,25371.7
131973,49905.6
145282,31725.2
205329,5946.88
127109,57217.5
127372,46488.9
128027,54973.6
143490,31656.7
126796,79529.7
153995,24266.5
137952,48682.1
132380,75779.3
130880,67224.5
139449,51829.4
155504,19941.3
130468,61752.5
117550,93115.6
134199,41510.5
139625,32810.6
190779,7584.22
136693,32421.6
148118,18170.2
126425,86533.8
129088,73239.2
163874,14682.2
153461,16803.6
145142,26045
158472,25195.6
145585,32632.7
171312,13043.2
137941,39990.8
132808,45258
140073,68561.5
176220,9963.68
133106,43056.7
194782,8159.28
132524,68197.6
146740,35844.7
131330,65252.1
136815,46936.1
122835,67952
163916,13253.4
138220,47540.7
126601,84633.5
125135,96581.9
137569,46975.7
145344,42832.7
150208,57270.4
138009,69465.7
150035,36853.8
136414,68484.3
425187,162.689
144189,62118.8
127541,76105.3
150506,36680.7
124991,97196.7
150422,47429.9
130779,87419.6
139392,36168.1
141289,45287
152359,23090.3
183114,12432.9
184072,12941.3
134155,67632.4
140737,40980.5
129599,57304.1
137333,54044.9
147354,45182.1
157132,44715.4
127030,67685.1
165074,16966.9
160407,21220.6
125468,75465.8
192838,9226.46
122660,87617.2
245757,3190.49
163974,18298.4
144242,47285.5
151233,30146
162342,21892.5
145043,31086.7
264534,3579.77
126275,56591.4
247031,4372.02
141249,42353.2
225277,6380.17
206711,8519.95
153509,42979.4
191474,11305.2
139675,49554
145326,45994.1
138810,82475.2
141688,66255
139107,54766.1
155014,40685.1
140895,62628.8
178304,31149.5
137335,44976.9
292578,1889.81
138256,74105
158737,22798.8
131069,74545.8
127291,43239.6
208789,7750.16
132919,66452.3
141086,37006.5
135104,42733.1
176128,13314.5
136905,69170.9
138224,91936.2
428234,200.414
142279,57341.1
130905,78077.7
149635,39854
175434,15606.2
136249,84587
136342,80972.1
132459,99695.5
149257,35250.7
151526,33043.1
139950,63253.1
150149,35172.4
149872,32969.5
138057,71581.8
139117,73202.5
142988,51854.1
150548,39178
190393,13644.8
128920,96062.2
137241,80824
135027,85188.7
131966,94545.2
149199,49231.5
132130,92495.5
154212,39670.3
134487,90519.9
191641,11332.8
134805,95835
134749,68375.9
138036,60562
174562,19623.5
161840,38174.6
130780,68770.6
133375,89105
134032,69870.1
154678,37059.1
138340,64299.7
132347,83840.1
158696,31495.9
144823,59899.3
153221,36494.8
397721,519.87
136413,87596.6
155290,34712.5
149253,36091.2
163921,25496.3
133593,89524.8
157266,36161.2
154321,37221.4
153660,45328.6
149432,49279
150761,40531.4
149786,57833.8
140573,63675.5
169872,22703.8
145852,61707.1
155007,40736.7
142036,44555.9
220787,7969.32
142195,35322.6
137139,87479.1
139706,58671.2
142450,47317
162430,17392.4
138181,92270.7
141511,52106.7
162082,19056.7
145634,81258.6
140137,97030.3
155048,69694.4
152607,56807.3
149759,71546.1
150870,62545.7
185776,16146.3
172525,19364.4
346742,1117.28
175379,27486.5
146988,71299.8
174662,14964.4
139587,99599.2
140005,82438.4
267444,3605.07
183660,12445.8
161651,31845
135643,92516.4
154603,46381.7
155888,39795.5
159681,28393.5
145316,70378.4
189824,11679.5
147142,56480.1
137463,86989.4
211227,10302.6
156849,23829.2
146718,54118.6
138518,89695.3
150381,50800.8
143902,60282.6
148714,43834.9
198965,10057.1
470823,30.1036
145714,93311.9
168419,26793
181905,14072.8
143281,74135.4
139689,84815.7
193963,7953.22
149107,66707.3
137800,84679.2
155368,44162.7
145941,84998
145455,86647.6
150542,37319.8
254462,4611.31
178501,17058.8
224951,6283.41
150211,50266.9
144960,85897.6
218672,7866.46
159929,32891.6
337685,1469.06
161518,46691.5
165412,35684.7
154006,60804.2
202670,12523.2
157619,52003.3
157804,47888.9
213982,8587.69
146223,70007.9
145851,89343
145112,87251.5
150643,51830.8
149193,44709.2
150395,53149.7
136802,96472.5
316934,1869.47
160450,37648.1
308762,1848.33
149024,99406.6
162760,51996.3
155716,38142.3
156000,51240.6
304683,1806.21
150019,59021.4
159934,49704.1
141834,85206.5
147284,94464.9
202524,10443
164504,34373.9
245795,3941.88
145886,73072.5
142743,95075.8
144780,97773.8
167782,52374.6
137708,93671.6
163657,31068.9
181338,17626.6
168747,20954.1
204621,9850.66
153125,71209.8
172088,20609.2
155515,50296.6
153729,49131.8
295038,2451.97
152514,62097.5
208638,10734.4
157445,47288.2
155984,42795.8
203995,13431.2
159262,29187.3
148745,68068.1
172999,22254
151416,62046.9
162979,31800.6
148064,73589.7
154916,55742.7
181985,16666.8
160676,45281.7
151850,43630.4
172926,33516.6
189523,11092.3
156107,63762.5
154996,85696.7
180526,25713.1
153780,80111.5
155637,78982.8
170099,34079.6
152778,51069.9
139532,44875.4
168621,24886.2
138503,88647.3
156468,86033.7
136846,98134.2
169952,18354.7
140103,82878.6
152716,35591.1
136645,90242.3
162492,48698.1
200049,13210.7
176810,29241
195770,14064.4
164536,56501.8
163561,56768.9
160238,54357.4
163879,62571.8
223010,8418.35
203690,16962
149070,62980.1
149833,45933.9
160511,42616.5
137747,83647.3
262890,3279.82
143156,77640.2
149344,43745.8
153100,67586.9
157223,43827.5
153193,74636.2
168230,35055.4
161278,56143.8
168154,20192.2
218071,8314.63
197385,9822.33
155370,95952.7
158460,64671.4
178218,19348.2
172546,22815.5
172438,22591.6
157164,78353.9
162745,49000.4
208698,10895.8
150152,90415.5
169372,40176
192945,14877.8
156088,80008.5
177671,26739.8
213345,10058.7
181186,31047.8
151862,89604.2
167400,59481.2
208987,8319.74
160649,60901.4
161355,59212.5
153764,90524.1
154864,48104.2
185058,21246.6
147193,76906.5
161563,39032.2
145265,94393
148823,86170.6
153717,79860.3
273716,3078.32
156338,71187.6
183164,20157.4
146551,82945.7
156205,78669.4
164546,48543.5
283376,3357.34
157944,76339.8
158091,60966.6
161581,36248.8
155617,67536.4
158531,92153.7
155248,72268.2
206733,10949.5
191690,12922
157479,76335.5
151685,97303.9
238192,8056.63
176180,46395.4
161072,76977.2
190517,19820.1
179197,41920.4
170369,60142.1
224932,14168.3
214182,14351.3
201285,17872.4
238112,6734.01
173333,34169.1
174405,36499.2
165348,60440.2
167376,53680.5
165302,61567.4
162865,75413.9
171759,47661.5
162969,77323.5
163995,89036.3
153238,82609.3
179351,26970.2
173410,51391.6
174530,40250.2
243799,6028.17
179464,23738
196706,11520.9
177385,38258.1
173082,47675.9
162913,70784
176561,36518.5
174006,56534.8
175385,60407.7
195129,28677.6
165766,79349.8
181685,50832.9
191106,38449.8
171220,97209
172065,69837.4
169599,94741.2
181758,45835.1
224331,12553.9
170209,45813.1
158045,86382.2
151051,85434.1
157039,86210.3
160030,75108.1
175320,31815
186667,20531.8
174017,29051.1
155633,56304.6
171352,69293.4
221424,8425.71
184617,40910.9
167142,85010.6
193537,14740.7
182665,34456
183364,34926
164286,88082.1
187846,35416.6
159804,88908.1
181538,33155.3
196066,22497.1
204305,12214.3
155963,85126.7
181870,44677.4
162585,99146
160615,94342
162616,75233.4
156596,88363.9
158050,84296.6
167145,53470.7
244831,7786.39
176296,55739.1
178735,34269.5
184729,39532.4
191654,23312.8
184557,39121
190216,50516.3
186416,41781.8
181196,25776.9
271196,3899.59
165822,89063.5
228877,7887.85
201325,25077
205321,15791.8
196176,28918.1
163665,87129.8
174769,47034.7
168123,70341.8
184538,35888.1
204178,13475.9
168001,66716.7
170487,66961.6
170984,57468.7
175350,27799.5
187817,21983.8
301532,2738.53
499978,71.2048
188433,25917
170396,85936.4
171472,83041.8
169451,81906
191414,48642.3
206569,14264.6
