C,No of Lines
4104.06,120
2991.71,144
28749.5,44
7543.59,88
60082.5,30
6960.38,74
58228.7,30
3056.62,116
98251.9,22
30695.8,36
32866.3,36
10263.0,66
72710.7,26
97288.7,22
41587.9,36
67955.8,24
71552.3,24
35378.6,42
20679.5,54
93982.0,24
1065.86,226
8175.79,84
84634.9,24
28075.2,50
95329.3,26
81591.3,30
14958.4,58
16865.2,54
15467.1,54
6369.08,98
72808.9,30
90142.0,26
64740.5,34
97496.8,22
95078.1,22
58546.0,38
87526.9,22
76967.9,24
2264.07,160
50970.7,38
7992.63,80
47187.6,38
83662.7,22
99950.2,22
1517.16,180
11161.8,68
64044.5,34
60925.9,34
16457.1,52
96168.2,24
61500.0,34
6401.96,88
56313.9,34
42102.8,40
15071.4,58
70037.1,28
89280.0,26
62642.8,30
50726.9,34
31862.7,46
86409.6,26
89926.3,26
92029.8,26
45675.4,42
80122.1,22
2543.94,150
42138.7,28
45149.5,28
65696.5,26
1768.63,170
16952.1,54
2709.28,146
34534.8,36
93293.0,20
19342.4,54
3465.81,134
90220.5,28
21976.6,48
1132.52,226
80492.2,30
48513.2,34
83702.1,30
71834.8,30
26265.3,48
24734.3,46
43677.7,36
10767.3,78
69706.6,28
9851.47,78
85019.3,26
45382.6,34
16767.6,52
90115.6,26
43446.4,36
73824.2,26
5030.21,104
31077.1,44
88031.1,26
9209.19,76
80517.1,26
28177.3,44
33334.0,40
50003.5,30
36338.7,38
85095.0,26
25564.7,50
9553.18,76
23626.6,50
96.3154,610
8766.32,82
89637.3,24
19388.8,54
91.8914,610
16607.1,56
87309.2,18
27084.2,34
92194.0,16
50883.6,20
94504.3,16
39276.4,24
98154.8,16
50707.5,20
44803.8,22
75377.6,18
33319.0,38
67053.7,24
67584.7,24
71395.1,24
71591.0,24
42792.1,36
10255.0,70
7690.77,80
75093.1,24
66956.0,24
63000.4,34
89849.8,26
58202.9,34
35965.9,36
78965.8,32
2702.47,134
10149.9,70
16693.6,56
18830.6,56
44881.1,36
47187.4,28
82045.1,22
2115.89,142
78239.1,22
46409.9,28
26251.9,38
22115.8,44
90565.2,20
11935.0,62
40350.4,28
1318.42,194
66123.4,26
18842.8,54
32226.1,50
17803.2,60
34855.3,46
79704.1,22
74682.5,26
99297.6,22
30368.0,50
75248.8,26
2180.58,144
764.595,254
47478.5,28
99383.9,22
36867.9,34
27760.1,36
891.056,234
78306.4,22
27971.9,36
34665.9,42
21477.9,44
26237.4,42
7514.52,84
48350.8,36
67670.2,30
49145.7,36
86181.7,26
80774.5,26
76804.7,28
72495.3,30
55093.2,30
10879.0,74
31830.8,40
33741.2,40
90550.5,26
23975.5,50
2106.2,162
77931.5,30
48615.4,32
48624.3,38
86910.9,28
35981.8,44
85086.5,28
49819.5,38
98537.3,22
34580.1,48
36552.6,44
10024.3,72
26569.1,52
43013.2,40
20380.0,50
84205.8,26
4096.25,104
31206.6,44
36654.1,44
46469.1,40
40928.1,42
19938.1,50
41404.2,42
46852.5,42
522.882,312
98614.8,26
24846.6,60
58534.9,36
38779.8,46
41907.5,42
74308.3,30
13588.5,74
44245.4,42
84089.5,24
48496.6,34
39165.4,38
4832.17,98
56107.4,30
499.519,306
51430.7,34
8505.39,72
89906.7,22
50267.8,34
74794.7,28
6657.11,88
8083.71,76
70214.7,28
2109.44,146
52900.7,30
74916.7,28
2696.7,136
82556.3,26
13425.2,68
19021.6,54
10661.5,60
9534.39,62
12045.3,60
32549.7,34
57828.9,32
77297.8,32
39971.8,32
28137.2,40
13496.8,56
93449.3,28
25715.8,50
21417.9,52
4362.86,134
70478.9,30
68591.2,30
3843.99,138
85749.0,28
36947.4,34
3884.59,138
76238.8,24
57978.4,32
2171.62,158
32757.6,40
76031.8,24
42198.5,34
89091.3,22
4424.01,116
16242.7,60
83735.4,22
49662.6,28
80578.6,24
34427.0,38
68128.1,26
16406.5,52
4485.34,112
2874.48,138
57181.4,28
91128.6,22
5078.49,104
20128.1,40
3706.38,106
91850.0,22
41431.3,30
75352.8,26
41077.7,30
56248.9,28
7718.06,76
58298.8,28
89066.3,22
40.0,34
40.0,40
100.0,26
100.0,98
70.0,68
70.0,70
830.0,22
830.0,24
830.0,76
830.0,22
830.0,24
830.0,32
830.0,22
830.0,22
830.0,134
830.0,24
831.0,24
831.0,24
831.0,24
831.0,44
831.0,34
831.0,76
831.0,24
831.0,50
831.0,144
831.0,24
832.0,46
832.0,26
832.0,614
832.0,42
832.0,68
832.0,36
832.0,26
832.0,38
832.0,30
832.0,30
833.0,24
833.0,74
833.0,26
833.0,30
833.0,30
833.0,54
833.0,26
833.0,70
833.0,54
833.0,148
834.0,30
834.0,28
834.0,56
834.0,24
834.0,40
834.0,132
834.0,28
834.0,28
834.0,38
834.0,30
835.0,38
835.0,22
835.0,24
835.0,32
835.0,110
835.0,50
835.0,32
835.0,78
835.0,24
835.0,74
836.0,26
836.0,40
836.0,28
836.0,46
836.0,32
836.0,28
836.0,24
836.0,38
836.0,32
836.0,28
837.0,30
837.0,64
837.0,46
837.0,44
837.0,78
837.0,26
837.0,26
837.0,26
837.0,38
837.0,26
838.0,36
838.0,34
838.0,34
838.0,80
838.0,32
838.0,34
838.0,66
838.0,126
838.0,30
838.0,36
839.0,46
839.0,26
839.0,172
839.0,24
839.0,32
839.0,32
839.0,24
839.0,24
839.0,32
839.0,124
840.0,48
840.0,38
840.0,24
840.0,28
840.0,26
840.0,80
840.0,34
840.0,24
840.0,50
840.0,46
841.0,28
841.0,56
841.0,48
841.0,28
841.0,280
841.0,28
841.0,28
841.0,48
841.0,32
841.0,32
842.0,40
842.0,30
842.0,40
842.0,30
842.0,102
842.0,30
842.0,28
842.0,28
842.0,44
842.0,24
843.0,52
843.0,40
843.0,24
843.0,48
843.0,48
843.0,150
843.0,32
843.0,24
843.0,156
843.0,64
844.0,24
844.0,80
844.0,32
844.0,38
844.0,58
844.0,32
844.0,24
844.0,24
844.0,60
844.0,24
845.0,28
845.0,30
845.0,30
845.0,30
845.0,28
845.0,34
845.0,36
845.0,28
845.0,38
845.0,56
846.0,90
846.0,60
846.0,34
846.0,26
846.0,24
846.0,30
846.0,36
846.0,36
846.0,44
846.0,26
847.0,26
847.0,26
847.0,102
847.0,26
847.0,26
847.0,26
847.0,40
847.0,26
847.0,40
847.0,26
848.0,34
848.0,64
848.0,50
848.0,126
848.0,34
848.0,56
848.0,66
848.0,34
848.0,34
848.0,58
849.0,32
849.0,48
849.0,34
849.0,30
849.0,82
849.0,30
849.0,36
849.0,292
849.0,26
849.0,26
850.0,46
850.0,48
850.0,48
850.0,150
850.0,26
850.0,34
850.0,24
850.0,56
850.0,44
850.0,22
851.0,30
851.0,24
851.0,36
851.0,52
851.0,28
851.0,24
851.0,44
851.0,30
851.0,34
851.0,52
852.0,28
852.0,34
852.0,28
852.0,28
852.0,86
852.0,116
852.0,42
852.0,50
852.0,28
852.0,42
853.0,46
853.0,34
853.0,32
853.0,34
853.0,36
853.0,134
853.0,34
853.0,16
853.0,28
853.0,22
854.0,44
854.0,50
854.0,26
854.0,40
854.0,34
854.0,24
854.0,48
854.0,24
854.0,34
854.0,24
855.0,26
855.0,36
855.0,28
855.0,22
855.0,38
855.0,22
855.0,60
855.0,32
855.0,34
855.0,28
856.0,34
856.0,44
856.0,28
856.0,30
856.0,28
856.0,30
856.0,48
856.0,48
856.0,30
856.0,58
857.0,38
857.0,84
857.0,38
857.0,68
857.0,38
857.0,38
857.0,38
857.0,32
857.0,294
857.0,38
858.0,80
858.0,26
858.0,34
858.0,34
858.0,36
858.0,34
858.0,28
858.0,26
858.0,32
858.0,28
859.0,30
859.0,40
859.0,26
859.0,44
859.0,38
859.0,26
859.0,42
859.0,38
859.0,38
859.0,38
860.0,58
860.0,50
860.0,44
860.0,50
860.0,28
860.0,30
860.0,28
860.0,44
860.0,90
860.0,50
861.0,36
861.0,26
861.0,40
861.0,96
861.0,80
861.0,22
861.0,38
861.0,22
861.0,186
861.0,20
862.0,66
862.0,40
862.0,52
862.0,32
862.0,44
862.0,38
862.0,28
862.0,32
862.0,64
862.0,32
863.0,26
863.0,72
863.0,30
863.0,28
863.0,32
863.0,40
863.0,28
863.0,56
863.0,32
863.0,32
864.0,22
864.0,24
864.0,282
864.0,88
864.0,22
864.0,156
864.0,72
864.0,62
864.0,22
864.0,22
865.0,40
865.0,32
865.0,54
865.0,46
865.0,36
865.0,86
865.0,30
865.0,32
865.0,108
865.0,170
866.0,56
866.0,40
866.0,36
866.0,46
866.0,44
866.0,42
866.0,28
866.0,84
866.0,40
866.0,36
867.0,30
867.0,22
867.0,22
867.0,152
867.0,22
867.0,22
867.0,48
867.0,22
867.0,54
867.0,22
868.0,136
868.0,30
868.0,56
868.0,30
868.0,48
868.0,108
868.0,78
868.0,30
868.0,64
868.0,52
869.0,30
869.0,36
869.0,30
869.0,34
869.0,34
869.0,44
869.0,30
869.0,34
869.0,30
869.0,30
870.0,26
870.0,92
870.0,26
870.0,52
870.0,28
870.0,28
870.0,26
870.0,26
870.0,28
870.0,26
871.0,134
871.0,26
871.0,24
871.0,48
871.0,54
871.0,24
871.0,26
871.0,54
871.0,30
871.0,26
872.0,36
872.0,52
872.0,48
872.0,34
872.0,48
872.0,34
872.0,38
872.0,82
872.0,110
872.0,48
873.0,32
873.0,30
873.0,46
873.0,22
873.0,30
873.0,38
873.0,22
873.0,52
873.0,38
873.0,38
874.0,58
874.0,32
874.0,22
874.0,76
874.0,38
874.0,34
874.0,38
874.0,24
874.0,38
874.0,32
875.0,42
875.0,26
875.0,30
875.0,26
875.0,34
875.0,46
875.0,26
875.0,80
875.0,40
875.0,26
876.0,32
876.0,34
876.0,44
876.0,36
876.0,32
876.0,230
876.0,52
876.0,32
876.0,32
876.0,36
877.0,24
877.0,24
877.0,24
877.0,38
877.0,28
877.0,48
877.0,92
877.0,56
877.0,34
877.0,28
878.0,24
878.0,26
878.0,98
878.0,32
878.0,42
878.0,24
878.0,24
878.0,44
878.0,26
878.0,24
879.0,36
879.0,30
879.0,80
879.0,28
879.0,28
879.0,26
879.0,26
879.0,30
879.0,28
879.0,72
880.0,36
880.0,30
880.0,30
880.0,44
880.0,30
880.0,30
880.0,36
880.0,54
880.0,48
880.0,32
881.0,30
881.0,36
881.0,28
881.0,84
881.0,28
881.0,30
881.0,30
881.0,82
881.0,30
881.0,116
882.0,134
882.0,40
882.0,46
882.0,32
882.0,56
882.0,38
882.0,30
882.0,38
882.0,56
882.0,40
883.0,40
883.0,28
883.0,28
883.0,28
883.0,30
883.0,42
883.0,34
883.0,42
883.0,60
883.0,28
884.0,82
884.0,24
884.0,76
884.0,28
884.0,26
884.0,48
884.0,26
884.0,40
884.0,98
884.0,24
885.0,24
885.0,44
885.0,28
885.0,24
885.0,44
885.0,88
885.0,18
885.0,88
885.0,18
885.0,24
886.0,78
886.0,52
886.0,76
886.0,36
886.0,22
886.0,36
886.0,36
886.0,22
886.0,60
886.0,30
887.0,44
887.0,106
887.0,248
887.0,32
887.0,32
887.0,50
887.0,44
887.0,48
887.0,102
887.0,52
888.0,28
888.0,196
888.0,32
888.0,34
888.0,28
888.0,28
888.0,32
888.0,28
888.0,32
888.0,28
889.0,62
889.0,22
889.0,26
889.0,42
889.0,40
889.0,30
889.0,46
889.0,24
889.0,22
889.0,24
890.0,32
890.0,26
890.0,26
890.0,48
890.0,48
890.0,26
890.0,70
890.0,62
890.0,54
890.0,26
891.0,46
891.0,80
891.0,26
891.0,54
891.0,60
891.0,22
891.0,48
891.0,22
891.0,22
891.0,22
892.0,46
892.0,24
892.0,80
892.0,140
892.0,68
892.0,34
892.0,30
892.0,44
892.0,44
892.0,26
893.0,62
893.0,36
893.0,26
893.0,38
893.0,22
893.0,38
893.0,72
893.0,26
893.0,40
893.0,62
894.0,36
894.0,26
894.0,24
894.0,36
894.0,46
894.0,30
894.0,46
894.0,24
894.0,146
894.0,30
895.0,28
895.0,20
895.0,28
895.0,52
895.0,478
895.0,160
895.0,52
895.0,32
895.0,52
895.0,30
896.0,38
896.0,32
896.0,38
896.0,26
896.0,28
896.0,32
896.0,22
896.0,26
896.0,30
896.0,22
897.0,24
897.0,28
897.0,28
897.0,24
897.0,24
897.0,24
897.0,58
897.0,28
897.0,28
897.0,28
898.0,30
898.0,42
898.0,62
898.0,28
898.0,38
898.0,30
898.0,138
898.0,70
898.0,106
898.0,30
899.0,68
899.0,38
899.0,38
899.0,30
899.0,84
899.0,56
899.0,46
899.0,76
899.0,30
899.0,568
900.0,46
900.0,64
900.0,42
900.0,32
900.0,34
900.0,38
900.0,32
900.0,38
900.0,46
900.0,54
901.0,24
901.0,24
901.0,24
901.0,36
901.0,28
901.0,50
901.0,24
901.0,36
901.0,24
901.0,58
902.0,48
902.0,46
902.0,26
902.0,30
902.0,30
902.0,46
902.0,48
902.0,46
902.0,48
902.0,30
903.0,32
903.0,34
903.0,28
903.0,32
903.0,28
903.0,34
903.0,28
903.0,34
903.0,28
903.0,36
904.0,32
904.0,38
904.0,30
904.0,60
904.0,30
904.0,30
904.0,30
904.0,38
904.0,38
904.0,38
905.0,30
905.0,32
905.0,32
905.0,44
905.0,32
905.0,94
905.0,34
905.0,28
905.0,34
905.0,40
906.0,42
906.0,42
906.0,162
906.0,32
906.0,36
906.0,42
906.0,38
906.0,44
906.0,32
906.0,32
907.0,22
907.0,34
907.0,30
907.0,30
907.0,44
907.0,34
907.0,22
907.0,26
907.0,34
907.0,34
908.0,26
908.0,24
908.0,54
908.0,26
908.0,32
908.0,402
908.0,26
908.0,26
908.0,36
908.0,26
909.0,34
909.0,36
909.0,116
909.0,44
909.0,76
909.0,30
909.0,34
909.0,42
909.0,30
909.0,26
910.0,56
910.0,32
910.0,26
910.0,80
910.0,30
910.0,50
910.0,26
910.0,52
910.0,38
910.0,156
911.0,28
911.0,40
911.0,30
911.0,38
911.0,46
911.0,42
911.0,42
911.0,66
911.0,30
911.0,50
912.0,26
912.0,26
912.0,28
912.0,28
912.0,26
912.0,40
912.0,140
912.0,62
912.0,56
912.0,28
913.0,28
913.0,28
913.0,34
913.0,24
913.0,126
913.0,28
913.0,22
913.0,28
913.0,74
913.0,76
914.0,34
914.0,28
914.0,30
914.0,50
914.0,28
914.0,40
914.0,68
914.0,40
914.0,40
914.0,44
915.0,62
915.0,24
915.0,38
915.0,152
915.0,52
915.0,76
915.0,50
915.0,24
915.0,36
915.0,30
916.0,28
916.0,28
916.0,58
916.0,76
916.0,46
916.0,36
916.0,52
916.0,28
916.0,92
916.0,32
917.0,24
917.0,36
917.0,86
917.0,18
917.0,18
917.0,20
917.0,74
917.0,24
917.0,18
917.0,36
918.0,44
918.0,90
918.0,36
918.0,58
918.0,20
918.0,34
918.0,24
918.0,26
918.0,36
918.0,46
919.0,36
919.0,32
919.0,32
919.0,36
919.0,28
919.0,64
919.0,28
919.0,38
919.0,50
919.0,36
920.0,30
920.0,76
920.0,52
920.0,32
920.0,32
920.0,36
920.0,80
920.0,34
920.0,48
920.0,72
921.0,42
921.0,72
921.0,40
921.0,28
921.0,58
921.0,28
921.0,42
921.0,44
921.0,28
921.0,40
922.0,40
922.0,26
922.0,18
922.0,64
922.0,30
922.0,18
922.0,18
922.0,26
922.0,16
922.0,26
923.0,36
923.0,26
923.0,30
923.0,30
923.0,26
923.0,66
923.0,26
923.0,30
923.0,54
923.0,26
924.0,26
924.0,24
924.0,48
924.0,36
924.0,34
924.0,26
924.0,56
924.0,60
924.0,32
924.0,36
925.0,22
925.0,64
925.0,22
925.0,22
925.0,50
925.0,32
925.0,32
925.0,22
925.0,34
925.0,42
926.0,64
926.0,36
926.0,36
926.0,28
926.0,30
926.0,46
926.0,30
926.0,36
926.0,54
926.0,60
927.0,80
927.0,34
927.0,32
927.0,240
927.0,40
927.0,84
927.0,36
927.0,26
927.0,26
927.0,60
928.0,26
928.0,78
928.0,66
928.0,34
928.0,34
928.0,36
928.0,60
928.0,34
928.0,26
928.0,34
929.0,72
929.0,28
929.0,28
929.0,28
929.0,44
929.0,26
929.0,146
929.0,38
929.0,38
929.0,28
930.0,40
930.0,34
930.0,32
930.0,46
930.0,48
930.0,34
930.0,32
930.0,32
930.0,48
930.0,34
931.0,24
931.0,28
931.0,42
931.0,36
931.0,482
931.0,52
931.0,52
931.0,30
931.0,28
931.0,26
932.0,36
932.0,42
932.0,36
932.0,44
932.0,26
932.0,20
932.0,40
932.0,42
932.0,40
932.0,42
933.0,26
933.0,26
933.0,26
933.0,26
933.0,44
933.0,26
933.0,32
933.0,46
933.0,30
933.0,26
934.0,32
934.0,32
934.0,32
934.0,32
934.0,32
934.0,44
934.0,92
934.0,42
934.0,36
934.0,36
935.0,20
935.0,116
935.0,26
935.0,20
935.0,26
935.0,22
935.0,22
935.0,84
935.0,68
935.0,20
936.0,28
936.0,30
936.0,32
936.0,52
936.0,138
936.0,60
936.0,26
936.0,32
936.0,26
936.0,26
937.0,72
937.0,22
937.0,92
937.0,28
937.0,34
937.0,28
937.0,46
937.0,48
937.0,348
937.0,114
938.0,30
938.0,46
938.0,32
938.0,30
938.0,44
938.0,32
938.0,64
938.0,32
938.0,32
938.0,30
939.0,48
939.0,168
939.0,28
939.0,32
939.0,38
939.0,34
939.0,32
939.0,34
939.0,48
939.0,34
940.0,38
940.0,42
940.0,38
940.0,40
940.0,36
940.0,36
940.0,254
940.0,36
940.0,36
940.0,44
941.0,32
941.0,22
941.0,22
941.0,34
941.0,36
941.0,32
941.0,32
941.0,506
941.0,22
941.0,72
942.0,20
942.0,44
942.0,22
942.0,20
942.0,22
942.0,74
942.0,44
942.0,32
942.0,38
942.0,44
943.0,48
943.0,24
943.0,126
943.0,42
943.0,48
943.0,48
943.0,48
943.0,34
943.0,48
943.0,34
944.0,34
944.0,28
944.0,34
944.0,68
944.0,28
944.0,34
944.0,34
944.0,28
944.0,46
944.0,30
945.0,30
945.0,250
945.0,30
945.0,38
945.0,30
945.0,30
945.0,30
945.0,38
945.0,32
945.0,42
946.0,32
946.0,34
946.0,48
946.0,32
946.0,34
946.0,38
946.0,66
946.0,44
946.0,30
946.0,32
947.0,38
947.0,60
947.0,34
947.0,54
947.0,60
947.0,42
947.0,52
947.0,36
947.0,30
947.0,30
948.0,26
948.0,50
948.0,28
948.0,466
948.0,38
948.0,22
948.0,34
948.0,22
948.0,28
948.0,88
949.0,18
949.0,18
949.0,18
949.0,116
949.0,18
949.0,18
949.0,122
949.0,26
949.0,24
949.0,56
950.0,34
950.0,30
950.0,46
950.0,32
950.0,32
950.0,32
950.0,46
950.0,30
950.0,32
950.0,76
951.0,24
951.0,24
951.0,48
951.0,30
951.0,58
951.0,24
951.0,50
951.0,40
951.0,36
951.0,24
952.0,44
952.0,24
952.0,116
952.0,24
952.0,352
952.0,46
952.0,38
952.0,54
952.0,22
952.0,42
953.0,32
953.0,52
953.0,42
953.0,34
953.0,32
953.0,34
953.0,52
953.0,52
953.0,32
953.0,168
954.0,42
954.0,32
954.0,28
954.0,30
954.0,28
954.0,28
954.0,30
954.0,24
954.0,288
954.0,28
955.0,20
955.0,34
955.0,34
955.0,26
955.0,80
955.0,46
955.0,34
955.0,34
955.0,22
955.0,46
956.0,34
956.0,22
956.0,46
956.0,90
956.0,22
956.0,118
956.0,22
956.0,24
956.0,24
956.0,32
957.0,32
957.0,56
957.0,456
957.0,32
957.0,68
957.0,44
957.0,32
957.0,52
957.0,28
957.0,42
958.0,56
958.0,62
958.0,26
958.0,36
958.0,26
958.0,28
958.0,20
958.0,26
958.0,20
958.0,26
959.0,226
959.0,26
959.0,26
959.0,26
959.0,38
959.0,22
959.0,26
959.0,20
959.0,22
959.0,26
960.0,20
960.0,28
960.0,104
960.0,20
960.0,364
960.0,30
960.0,52
960.0,68
960.0,36
960.0,40
961.0,58
961.0,26
961.0,28
961.0,30
961.0,52
961.0,44
961.0,56
961.0,84
961.0,46
961.0,38
962.0,22
962.0,28
962.0,26
962.0,22
962.0,30
962.0,36
962.0,28
962.0,24
962.0,58
962.0,78
963.0,24
963.0,58
963.0,24
963.0,30
963.0,30
963.0,24
963.0,24
963.0,24
963.0,56
963.0,42
964.0,26
964.0,50
964.0,26
964.0,40
964.0,38
964.0,66
964.0,48
964.0,28
964.0,166
964.0,36
965.0,84
965.0,130
965.0,60
965.0,64
965.0,66
965.0,28
965.0,56
965.0,748
965.0,32
965.0,44
966.0,30
966.0,42
966.0,54
966.0,34
966.0,34
966.0,34
966.0,22
966.0,22
966.0,46
966.0,42
967.0,40
967.0,46
967.0,30
967.0,38
967.0,92
967.0,30
967.0,36
967.0,36
967.0,36
967.0,44
968.0,30
968.0,102
968.0,32
968.0,136
968.0,34
968.0,24
968.0,32
968.0,54
968.0,44
968.0,54
969.0,38
969.0,36
969.0,92
969.0,38
969.0,70
969.0,256
969.0,62
969.0,36
969.0,46
969.0,26
970.0,166
970.0,30
970.0,38
970.0,94
970.0,26
970.0,30
970.0,32
970.0,30
970.0,26
970.0,30
971.0,28
971.0,40
971.0,26
971.0,24
971.0,40
971.0,42
971.0,38
971.0,40
971.0,28
971.0,24
972.0,26
972.0,34
972.0,54
972.0,62
972.0,20
972.0,104
972.0,44
972.0,30
972.0,48
972.0,22
973.0,28
973.0,70
973.0,26
973.0,36
973.0,46
973.0,26
973.0,54
973.0,28
973.0,76
973.0,30
974.0,238
974.0,108
974.0,60
974.0,32
974.0,48
974.0,66
974.0,42
974.0,54
974.0,36
974.0,30
975.0,24
975.0,32
975.0,30
975.0,34
975.0,42
975.0,48
975.0,26
975.0,28
975.0,24
975.0,30
976.0,26
976.0,48
976.0,50
976.0,26
976.0,46
976.0,34
976.0,32
976.0,32
976.0,26
976.0,68
977.0,20
977.0,32
977.0,20
977.0,52
977.0,62
977.0,30
977.0,30
977.0,20
977.0,26
977.0,20
978.0,30
978.0,22
978.0,28
978.0,32
978.0,48
978.0,28
978.0,30
978.0,30
978.0,24
978.0,68
979.0,32
979.0,32
979.0,84
979.0,58
979.0,24
979.0,46
979.0,32
979.0,102
979.0,46
979.0,22
980.0,26
980.0,26
980.0,26
980.0,68
980.0,46
980.0,26
980.0,96
980.0,34
980.0,32
980.0,26
981.0,280
981.0,46
981.0,30
981.0,122
981.0,32
981.0,54
981.0,90
981.0,68
981.0,46
981.0,298
982.0,24
982.0,24
982.0,50
982.0,42
982.0,134
982.0,28
982.0,52
982.0,24
982.0,24
982.0,50
983.0,142
983.0,18
983.0,24
983.0,82
983.0,52
983.0,40
983.0,28
983.0,198
983.0,22
983.0,22
984.0,30
984.0,30
984.0,30
984.0,62
984.0,40
984.0,30
984.0,32
984.0,34
984.0,64
984.0,28
985.0,36
985.0,30
985.0,52
985.0,34
985.0,98
985.0,36
985.0,40
985.0,36
985.0,54
985.0,36
986.0,50
986.0,38
986.0,32
986.0,60
986.0,36
986.0,52
986.0,34
986.0,96
986.0,36
986.0,36
987.0,36
987.0,28
987.0,46
987.0,180
987.0,26
987.0,26
987.0,28
987.0,28
987.0,36
987.0,32
988.0,36
988.0,24
988.0,34
988.0,24
988.0,26
988.0,34
988.0,44
988.0,24
988.0,72
988.0,44
989.0,22
989.0,24
989.0,24
989.0,24
989.0,24
989.0,40
989.0,38
989.0,36
989.0,32
989.0,24
990.0,22
990.0,36
990.0,22
990.0,54
990.0,30
990.0,24
990.0,22
990.0,20
990.0,22
990.0,20
991.0,602
991.0,38
991.0,38
991.0,36
991.0,46
991.0,36
991.0,52
991.0,38
991.0,176
991.0,52
992.0,34
992.0,30
992.0,30
992.0,52
992.0,22
992.0,102
992.0,26
992.0,30
992.0,30
992.0,22
993.0,54
993.0,26
993.0,44
993.0,40
993.0,38
993.0,40
993.0,66
993.0,26
993.0,34
993.0,54
994.0,36
994.0,24
994.0,78
994.0,64
994.0,28
994.0,28
994.0,28
994.0,36
994.0,32
994.0,28
995.0,60
995.0,30
995.0,34
995.0,46
995.0,46
995.0,26
995.0,34
995.0,46
995.0,26
995.0,46
996.0,32
996.0,38
996.0,20
996.0,28
996.0,150
996.0,172
996.0,20
996.0,46
996.0,34
996.0,20
997.0,22
997.0,22
997.0,42
997.0,22
997.0,22
997.0,36
997.0,26
997.0,22
997.0,24
997.0,36
998.0,22
998.0,26
998.0,22
998.0,52
998.0,26
998.0,32
998.0,190
998.0,28
998.0,28
998.0,28
999.0,26
999.0,30
999.0,34
999.0,38
999.0,34
999.0,30
999.0,34
999.0,28
999.0,34
999.0,36
1000.0,28
1000.0,28
1000.0,180
1000.0,44
1000.0,40
1000.0,44
1000.0,30
1000.0,28
1000.0,44
1000.0,28
