C,Lines,N
9.34774,412,622
3.96578,412,622
0.843592,412,622
4.03018,412,622
8.20255,412,622
3.41655,412,622
2.92116,412,622
3.63448,412,622
1.61575,412,622
3.98002,396,623
1.78736,396,623
9.34374,396,623
3.00842,396,623
8.84105,396,623
0.390552,396,623
1.37724,396,623
4.35367,396,623
3.70295,396,623
1.30825,396,623
2.64479,420,624
0.667772,420,624
3.8975,420,624
2.89779,420,624
9.61872,420,624
2.59072,420,624
7.39805,420,624
2.23429,420,624
3.49389,420,624
7.33857,420,624
7.18665,476,625
7.622,476,625
7.49462,476,625
6.37989,476,625
9.19322,476,625
9.69022,476,625
9.3026,476,625
3.27428,476,625
2.06132,476,625
6.6597,476,625
9.37152,374,626
1.30761,374,626
4.41629,374,626
8.96683,374,626
8.04534,374,626
6.57768,374,626
8.55116,374,626
3.87716,374,626
2.95432,374,626
3.72683,374,626
5.68849,422,627
6.64992,422,627
8.62624,422,627
2.07808,422,627
3.17583,422,627
6.21099,422,627
2.60956,422,627
4.00516,422,627
0.91244,422,627
9.69992,422,627
2.16683,450,628
3.73823,450,628
7.11366,450,628
0.185047,450,628
4.22075,450,628
0.258748,450,628
6.2285,450,628
9.1074,450,628
7.56845,450,628
1.78162,450,628
4.69222,456,629
1.45199,456,629
9.18914,456,629
9.14598,456,629
0.29903,456,629
8.56476,456,629
2.67816,456,629
0.583479,456,629
2.69815,456,629
6.46116,456,629
6.94587,394,630
9.08194,394,630
6.72318,394,630
4.03999,394,630
5.93583,394,630
3.21242,394,630
1.91744,396,630
8.99607,394,630
0.365418,396,630
6.508,394,630
9.36496,470,631
7.66905,470,631
7.09518,470,631
6.1311,470,631
4.30108,470,631
6.79554,470,631
1.67193,470,631
9.61838,470,631
9.05413,470,631
5.04057,470,631
5.80826,380,632
8.19764,380,632
7.78909,380,632
0.509739,380,632
8.03365,380,632
6.47181,380,632
2.89274,380,632
8.6424,380,632
8.53899,380,632
5.13792,380,632
3.1199,406,633
8.645,406,633
1.77583,406,633
9.24908,406,633
5.3016,406,633
8.19713,406,633
8.30536,406,633
6.15137,406,633
3.80742,406,633
6.38488,406,633
3.33969,474,634
3.64145,474,634
6.02709,474,634
5.98396,474,634
7.24597,474,634
1.9594,474,634
3.36798,474,634
6.47062,474,634
1.88798,474,634
8.19869,474,634
1.96007,442,635
1.6515,442,635
9.37943,438,635
8.38339,440,635
4.0646,442,635
9.53015,438,635
1.47559,442,635
0.118471,442,635
6.27022,442,635
7.79071,442,635
0.73974,510,636
6.00953,510,636
5.45851,510,636
7.53191,510,636
2.00482,510,636
9.48262,510,636
4.08048,510,636
3.79921,510,636
2.09013,510,636
1.51074,510,636
4.66772,478,637
1.61972,478,637
1.28044,478,637
7.51376,478,637
2.58312,478,637
9.41329,478,637
7.37468,478,637
4.73637,478,637
9.85649,478,637
4.0331,478,637
3.94627,454,638
2.2975,454,638
8.4383,454,638
4.49692,454,638
2.53422,454,638
2.19918,454,638
4.98422,454,638
2.57309,454,638
5.80334,454,638
6.36146,454,638
6.4247,428,639
6.90809,428,639
5.8586,428,639
7.21765,428,639
4.63211,428,639
3.05337,428,639
3.54418,428,639
7.49998,428,639
9.02896,428,639
5.50308,428,639
7.75382,398,640
3.1269,398,640
5.58574,398,640
7.85792,398,640
7.20785,398,640
9.75974,398,640
7.72723,398,640
7.24754,398,640
9.09162,398,640
0.583702,398,640
0.996365,436,641
3.77044,436,641
3.05629,436,641
4.42255,436,641
4.33032,436,641
8.24258,436,641
5.99877,436,641
8.0479,436,641
4.88758,436,641
2.72519,436,641
4.01771,432,642
6.84827,432,642
7.22212,432,642
9.21606,432,642
1.24724,432,642
3.37271,432,642
7.33987,432,642
6.58967,432,642
1.94082,432,642
2.40496,432,642
9.72655,444,643
0.494446,444,643
0.867439,444,643
5.1238,444,643
0.0979379,444,643
6.16552,444,643
6.79126,444,643
6.61766,444,643
7.88552,444,643
4.27662,444,643
1.28105,398,644
1.30802,398,644
5.42306,398,644
5.57323,398,644
1.72839,398,644
1.64331,398,644
0.295757,398,644
6.3012,398,644
1.46561,398,644
1.84204,398,644
1.77163,412,645
9.95057,412,645
2.64875,412,645
7.2017,412,645
7.50555,412,645
4.60434,412,645
3.17667,412,645
6.03581,412,645
9.6155,412,645
4.77224,412,645
3.68288,462,646
1.61538,462,646
9.99806,462,646
0.589599,462,646
2.14966,462,646
0.754523,462,646
2.925,462,646
3.47857,462,646
8.49043,462,646
4.89389,462,646
9.22704,412,647
2.69713,412,647
2.87142,412,647
3.28278,412,647
9.37598,412,647
1.38735,412,647
6.81895,412,647
1.04788,412,647
9.81174,412,647
1.89424,412,647
0.644947,410,648
8.41306,410,648
2.6058,410,648
1.85074,410,648
1.9185,410,648
5.12861,410,648
3.83604,410,648
4.6785,410,648
8.69716,410,648
7.51156,410,648
0.311241,382,649
3.20415,382,649
7.73875,382,649
7.67917,382,649
0.140705,382,649
1.7588,382,649
8.07093,382,649
9.62796,382,649
9.54566,382,649
8.67795,382,649
8.09713,344,650
8.55415,344,650
5.55967,344,650
7.60291,344,650
4.19526,344,650
0.778149,344,650
2.80926,344,650
8.4187,344,650
8.5198,344,650
4.46178,344,650
1.7712,416,651
5.70309,416,651
1.46959,416,651
1.40575,416,651
7.27713,416,651
5.19728,416,651
3.03359,416,651
4.40264,416,651
1.58438,416,651
6.0546,416,651
9.63909,356,652
4.5653,356,652
3.0536,356,652
4.20752,356,652
6.73779,356,652
5.13894,356,652
8.35018,356,652
1.39828,356,652
5.58681,356,652
7.62398,356,652
7.10789,438,653
9.70269,438,653
3.90553,438,653
6.27299,438,653
2.29062,438,653
7.5164,438,653
2.33723,438,653
8.12941,438,653
9.26336,438,653
4.26681,438,653
4.56945,344,654
9.25902,342,654
9.16265,342,654
0.545,344,654
2.29175,344,654
9.71579,342,654
6.47798,344,654
2.06183,344,654
4.8962,344,654
4.76379,344,654
5.01526,412,655
0.316805,412,655
3.67866,412,655
9.85607,412,655
4.9395,412,655
5.72092,412,655
6.95426,412,655
2.04546,412,655
2.86529,412,655
7.74589,412,655
2.27076,490,656
1.04625,490,656
4.38678,490,656
6.63495,490,656
7.1171,490,656
4.93845,490,656
6.61792,490,656
2.04747,490,656
1.66193,490,656
2.80496,490,656
9.16085,372,657
8.8486,372,657
2.15957,374,657
3.08827,374,657
7.55517,372,657
7.666,372,657
9.32313,372,657
7.00714,372,657
9.40452,372,657
0.0389247,374,657
8.13772,540,658
9.36733,540,658
0.46152,540,658
8.49007,540,658
5.55253,540,658
5.32925,540,658
3.79207,540,658
9.17291,540,658
5.59643,540,658
3.99294,540,658
5.53887,444,659
8.24073,444,659
4.11412,444,659
8.38365,444,659
2.51636,444,659
6.61601,444,659
6.93072,444,659
7.51945,444,659
1.69236,444,659
7.24622,444,659
4.00718,498,660
0.197003,498,660
6.18813,498,660
0.084092,498,660
4.43083,498,660
1.84154,498,660
9.58098,496,660
8.65696,498,660
0.182565,498,660
9.99299,496,660
3.45957,460,661
2.14654,460,661
1.90464,460,661
2.45582,460,661
4.46491,460,661
0.289243,460,661
3.65694,460,661
7.51786,460,661
4.94557,460,661
9.78899,460,661
2.49422,394,662
2.95008,394,662
1.96864,394,662
5.46656,394,662
5.73177,394,662
8.39592,394,662
7.32875,394,662
7.76726,394,662
7.16506,394,662
1.23582,394,662
9.49943,450,663
8.66316,450,663
3.67923,450,663
3.55622,450,663
4.89177,450,663
5.67292,450,663
0.962648,450,663
4.89637,450,663
7.89298,450,663
8.96625,450,663
7.71433,516,664
3.12504,516,664
8.17609,516,664
0.258348,516,664
1.73257,516,664
8.26904,516,664
0.751588,516,664
4.87593,516,664
7.32852,516,664
8.05242,516,664
3.97144,506,665
2.74392,506,665
5.13863,506,665
7.61693,506,665
1.09355,506,665
4.1142,506,665
8.48499,506,665
4.25992,506,665
1.53522,506,665
1.24215,506,665
9.15272,352,666
3.32471,352,666
6.17837,352,666
0.39862,352,666
6.52652,352,666
1.85125,352,666
8.34005,352,666
8.91322,352,666
9.41342,352,666
1.33412,352,666
1.28522,476,667
1.81005,476,667
8.40938,476,667
0.376168,476,667
5.00154,476,667
8.94808,476,667
1.05818,476,667
1.06161,476,667
3.97982,476,667
9.75574,476,667
8.49076,412,668
2.89414,412,668
7.97264,412,668
3.14962,412,668
4.47235,412,668
4.75603,412,668
4.99282,412,668
7.90285,412,668
2.74506,412,668
3.63809,412,668
3.70183,486,669
7.2531,486,669
5.92419,486,669
6.6755,486,669
0.843115,486,669
6.43757,486,669
9.0933,486,669
0.81191,486,669
5.87365,486,669
3.21767,486,669
3.9141,380,670
1.04923,380,670
4.25279,380,670
7.49406,380,670
9.47299,380,670
1.48325,380,670
4.67534,380,670
2.48611,380,670
3.81212,380,670
0.480244,380,670
6.74696,344,671
1.56664,344,671
8.56261,344,671
9.35048,344,671
1.9971,344,671
3.56763,344,671
6.40856,344,671
0.163613,344,671
2.03932,344,671
0.465194,344,671
7.01611,522,672
8.20753,522,672
1.92937,522,672
7.1597,522,672
4.87041,522,672
9.42438,522,672
0.472461,522,672
1.43735,522,672
3.99784,522,672
9.04544,522,672
6.39777,460,673
9.03293,460,673
4.89494,460,673
9.22267,460,673
4.11623,460,673
0.135822,460,673
5.89766,460,673
8.33123,460,673
6.18434,460,673
4.80801,460,673
2.51967,438,674
3.90409,438,674
5.94167,438,674
2.74824,438,674
0.217244,438,674
0.373087,438,674
9.74265,436,674
8.47033,438,674
6.22676,438,674
8.24225,438,674
5.47272,462,675
7.31249,462,675
9.02584,462,675
1.96849,462,675
6.90242,462,675
0.335248,462,675
2.46221,462,675
4.93751,462,675
9.72604,462,675
6.33772,462,675
8.40939,534,676
0.309994,534,676
0.475832,534,676
3.70826,534,676
0.171255,534,676
8.28288,534,676
6.19403,534,676
4.85572,534,676
4.25461,534,676
2.94029,534,676
9.31505,566,677
3.11201,566,677
9.73779,566,677
4.42606,566,677
4.35526,566,677
2.94102,566,677
6.94397,566,677
0.156483,566,677
6.87798,566,677
5.76741,566,677
7.32212,510,678
1.61799,512,678
5.20454,510,678
2.40876,512,678
7.57348,510,678
6.81721,510,678
3.62277,512,678
1.67988,512,678
8.26614,510,678
7.77979,510,678
4.17814,386,679
4.58316,386,679
8.59216,384,679
8.20338,384,679
3.38264,386,679
5.84132,386,679
4.12151,386,679
2.55444,386,679
0.741979,386,679
5.70077,386,679
8.28503,460,680
3.33734,460,680
3.71499,460,680
5.26808,460,680
6.63719,460,680
6.97384,460,680
1.15319,460,680
9.32699,460,680
1.51696,460,680
3.38152,460,680
1.59177,524,681
0.216641,524,681
9.79061,522,681
8.97456,522,681
4.61122,524,681
1.05467,524,681
5.60503,524,681
6.92933,522,681
7.09798,522,681
8.78651,522,681
9.80845,548,682
1.69499,548,682
6.29145,548,682
1.55351,548,682
1.74911,548,682
5.71863,548,682
3.04801,548,682
6.67519,548,682
7.00643,548,682
6.26201,548,682
1.57103,444,683
1.81893,444,683
5.89087,444,683
9.81621,444,683
1.27734,444,683
8.68553,444,683
0.222257,444,683
2.90675,444,683
7.13772,444,683
1.2536,444,683
7.26114,490,684
3.42344,490,684
5.91388,490,684
0.842827,490,684
0.373641,490,684
3.06322,490,684
3.72813,490,684
8.92835,490,684
3.07655,490,684
6.75055,490,684
6.71347,464,685
4.24835,464,685
7.09357,464,685
9.88429,464,685
6.03515,464,685
3.05715,464,685
5.93933,464,685
9.60717,464,685
8.61998,464,685
1.53104,464,685
8.33251,440,686
4.17791,440,686
3.07416,440,686
1.29394,440,686
6.76655,440,686
8.74909,440,686
0.610082,440,686
5.76712,440,686
3.06578,440,686
3.93467,440,686
1.58496,376,687
8.11315,376,687
7.01588,376,687
2.97121,376,687
7.52108,376,687
5.91782,376,687
6.07808,376,687
3.60966,376,687
0.941837,376,687
4.45562,376,687
3.42586,442,688
3.63784,442,688
0.838428,442,688
8.36727,438,688
9.43891,438,688
7.27222,442,688
7.97295,438,688
0.0183184,442,688
0.260762,442,688
3.38659,442,688
4.98167,430,689
8.12178,430,689
8.70658,430,689
2.05226,432,689
6.39511,430,689
3.31525,432,689
2.50468,432,689
2.39687,432,689
0.995297,432,689
1.52348,432,689
0.255703,512,690
6.55891,512,690
2.55891,512,690
6.24076,512,690
5.78925,512,690
7.93683,512,690
5.86986,512,690
9.75643,512,690
1.70257,512,690
4.89549,512,690
9.27351,510,691
1.76831,510,691
0.955786,510,691
8.54179,510,691
7.34613,510,691
3.1971,510,691
7.0716,510,691
5.76093,510,691
9.46637,510,691
6.96809,510,691
6.35726,476,692
6.75033,476,692
7.74817,476,692
9.48808,476,692
7.59541,476,692
0.859604,476,692
2.93277,476,692
9.60798,476,692
4.27201,476,692
7.40947,476,692
1.4742,560,693
6.60588,560,693
4.58725,560,693
6.9832,560,693
9.35216,560,693
4.62,560,693
8.20695,560,693
4.10186,560,693
0.606387,560,693
1.60286,560,693
3.68881,384,694
4.12326,384,694
8.88352,384,694
7.78839,384,694
7.97599,384,694
4.93887,384,694
2.67491,384,694
5.00388,384,694
9.0053,384,694
9.73085,384,694
5.33062,484,695
5.46446,484,695
4.25235,484,695
0.928327,484,695
7.95739,482,695
6.49486,482,695
4.99866,484,695
6.76042,482,695
9.50525,482,695
4.24536,484,695
0.713538,504,696
9.05831,504,696
5.81235,504,696
5.50498,504,696
8.66477,504,696
8.59195,504,696
2.27902,504,696
6.01112,504,696
4.4645,504,696
3.88888,504,696
7.83605,476,697
5.70799,476,697
1.14794,476,697
9.29479,476,697
3.03288,476,697
3.85747,476,697
4.61175,476,697
9.32861,476,697
2.05929,476,697
4.96678,476,697
1.10232,480,698
6.95053,480,698
8.24356,480,698
9.35159,480,698
4.80178,480,698
3.13603,480,698
3.22066,480,698
4.35143,480,698
0.498674,480,698
3.81551,480,698
9.19748,486,699
4.88894,486,699
1.81319,486,699
2.23787,486,699
6.19427,486,699
5.16314,486,699
2.08931,486,699
1.60922,486,699
1.65905,486,699
5.53478,486,699
2.22195,522,700
2.24653,522,700
0.699118,522,700
0.480197,522,700
0.243597,522,700
3.13235,522,700
8.91369,520,700
7.6437,520,700
7.84611,520,700
5.01118,522,700
7.75787,520,701
3.7486,520,701
9.58048,520,701
2.82766,520,701
2.46563,520,701
3.29449,520,701
6.42524,520,701
5.44516,520,701
8.83112,520,701
1.2292,520,701
3.27556,454,702
2.76858,454,702
3.38874,454,702
7.83712,454,702
4.50888,454,702
5.80382,454,702
0.853961,454,702
3.93764,454,702
1.46737,454,702
0.148173,454,702
7.31314,466,703
1.93544,466,703
8.34614,466,703
5.94854,466,703
4.0254,466,703
0.402678,468,703
0.773287,468,703
3.89531,466,703
4.48382,466,703
6.10398,466,703
2.37395,546,704
2.02974,546,704
1.93408,546,704
7.20338,546,704
8.70258,546,704
1.61008,546,704
2.47081,546,704
5.76318,546,704
6.38133,546,704
5.03316,546,704
1.05195,490,705
0.946498,490,705
7.72263,490,705
3.83443,490,705
9.8411,490,705
5.39126,490,705
3.42981,490,705
6.25542,490,705
0.874116,490,705
4.87397,490,705
1.83954,550,706
4.57833,550,706
9.8355,550,706
1.37334,550,706
8.57251,550,706
5.53924,550,706
5.28656,550,706
1.6839,550,706
3.62003,550,706
2.07521,550,706
0.879197,518,707
4.25843,518,707
0.221281,518,707
6.93641,518,707
7.43982,518,707
4.86479,518,707
1.51834,518,707
4.30432,518,707
1.20886,518,707
4.13707,518,707
1.87134,540,708
5.22937,540,708
6.99317,540,708
7.98972,540,708
1.05759,540,708
1.32456,540,708
0.488879,540,708
2.56784,540,708
3.19976,540,708
1.14701,540,708
4.919,516,709
5.77649,516,709
1.34065,516,709
7.37905,516,709
4.57706,516,709
5.05603,516,709
9.96686,516,709
0.440426,516,709
2.01164,516,709
5.35912,516,709
7.62763,458,710
2.48589,458,710
5.18213,458,710
7.36319,458,710
2.29038,458,710
3.05919,458,710
2.23584,458,710
7.39636,458,710
8.3824,458,710
4.68316,458,710
5.72019,522,711
8.60171,522,711
2.0341,522,711
1.66866,522,711
5.01436,522,711
2.89983,522,711
0.55864,522,711
7.27257,522,711
4.91502,522,711
5.19917,522,711
7.30106,484,712
7.25961,484,712
0.551946,486,712
8.02292,484,712
7.53963,484,712
0.41926,486,712
0.0163836,486,712
4.67218,484,712
6.05359,484,712
1.58691,486,712
5.49557,456,713
7.46749,456,713
8.85489,456,713
1.22287,458,713
5.4653,456,713
1.80267,458,713
3.68663,458,713
6.13708,456,713
8.17274,456,713
2.38624,458,713
9.71029,362,714
9.48903,362,714
3.74252,362,714
9.15086,362,714
5.95196,362,714
4.86854,362,714
3.07796,362,714
5.49229,362,714
5.83284,362,714
0.165969,362,714
6.0504,454,715
8.87663,454,715
9.81414,452,715
3.28398,454,715
6.00955,454,715
5.75152,454,715
6.23425,454,715
3.21895,454,715
3.42402,454,715
7.48255,454,715
1.39225,544,716
7.64352,544,716
1.63141,544,716
9.24607,544,716
3.51002,544,716
5.83107,544,716
1.06059,544,716
5.77153,544,716
9.2218,544,716
8.71702,544,716
2.04098,430,717
9.36006,428,717
6.66978,430,717
5.89213,430,717
5.92067,430,717
5.48705,430,717
4.45081,430,717
7.29135,428,717
8.25657,428,717
5.64919,430,717
0.964228,492,718
6.9842,492,718
3.38491,492,718
9.39727,492,718
4.60634,492,718
9.30058,492,718
5.41356,492,718
6.37969,492,718
2.10735,492,718
3.77247,492,718
3.84953,416,719
2.34011,416,719
9.31527,416,719
7.41712,416,719
9.67778,416,719
1.41532,416,719
8.32131,416,719
2.88063,416,719
0.0222103,416,719
2.62375,416,719
5.92773,456,720
6.44737,456,720
1.83053,456,720
9.65355,456,720
4.57244,456,720
4.20977,456,720
3.16669,456,720
9.53133,456,720
8.79908,456,720
4.66575,456,720
1.29055,530,721
2.06503,530,721
1.68054,530,721
5.70652,530,721
4.34262,530,721
6.7853,530,721
2.29977,530,721
7.93768,530,721
5.95511,530,721
6.15029,530,721
5.67839,550,722
7.82244,550,722
9.35753,550,722
7.95845,550,722
7.7842,550,722
0.904514,550,722
2.98741,550,722
6.51547,550,722
4.65518,550,722
6.59899,550,722
8.98375,550,723
2.32458,550,723
2.99753,550,723
0.0627936,550,723
0.318705,550,723
2.15153,550,723
2.46325,550,723
2.66781,550,723
3.05114,550,723
6.71353,550,723
2.28044,570,724
6.73032,568,724
3.35983,570,724
3.81368,570,724
7.38359,568,724
3.42792,570,724
8.1653,568,724
2.21902,570,724
3.00087,570,724
9.69482,568,724
0.819706,454,725
5.6286,452,725
8.01914,452,725
5.7981,452,725
1.10699,454,725
8.66339,452,725
7.53975,452,725
8.43083,452,725
5.63613,452,725
8.02524,452,725
4.31417,408,726
1.10768,408,726
7.13917,408,726
7.13971,408,726
8.32018,408,726
2.00925,408,726
3.61468,408,726
9.34035,408,726
9.08826,408,726
2.77489,408,726
4.47846,508,727
2.07715,508,727
2.84059,508,727
9.34384,506,727
0.19242,508,727
0.0774635,508,727
5.9163,506,727
5.44953,506,727
7.67409,506,727
5.52278,506,727
7.63452,534,728
9.46398,534,728
4.42817,534,728
5.69327,534,728
2.83021,534,728
2.1242,534,728
0.706639,534,728
9.24335,534,728
3.86739,534,728
2.2968,534,728
5.91194,422,729
2.32477,422,729
0.250442,422,729
2.1846,422,729
0.170737,422,729
4.22479,422,729
7.57503,422,729
3.786,422,729
9.2375,422,729
0.767861,422,729
4.18211,574,730
8.78247,574,730
7.80901,574,730
6.34037,574,730
1.07858,574,730
9.78003,574,730
1.75875,574,730
6.91616,574,730
7.1902,574,730
1.91313,574,730
2.30711,550,731
9.10067,548,731
0.822371,550,731
3.36314,550,731
6.80498,548,731
7.23129,548,731
6.61817,548,731
2.39841,550,731
0.0616069,550,731
1.47514,550,731
0.897654,508,732
1.97332,506,732
6.47994,506,732
3.85349,506,732
0.954535,508,732
3.09897,506,732
2.09404,506,732
7.87146,504,732
1.28124,506,732
8.1297,504,732
3.55038,548,733
3.08471,548,733
0.295358,550,733
8.24109,548,733
2.51235,548,733
8.91568,548,733
1.52737,550,733
3.57001,548,733
9.73912,548,733
0.220602,550,733
8.25238,502,734
2.76551,502,734
3.06548,502,734
3.51023,502,734
5.73078,502,734
6.69548,502,734
3.89855,502,734
4.16904,502,734
5.90091,502,734
1.41113,502,734
6.49142,420,735
9.54371,420,735
2.03905,420,735
4.51008,420,735
9.20775,420,735
0.583439,420,735
1.93815,420,735
1.61612,420,735
5.04829,420,735
4.55126,420,735
9.56865,564,736
3.84096,564,736
8.79146,564,736
7.32519,564,736
4.40695,564,736
2.64502,564,736
9.36797,564,736
6.78002,564,736
2.02735,564,736
5.63965,564,736
0.155516,518,737
4.01474,518,737
6.51699,518,737
4.02637,518,737
1.318,518,737
6.13635,518,737
9.56641,518,737
4.46494,518,737
0.0378107,518,737
8.55663,518,737
0.830987,576,738
7.98509,576,738
6.4707,576,738
5.07896,576,738
3.41325,576,738
2.39054,576,738
6.91398,576,738
1.20952,576,738
7.37637,576,738
4.67756,576,738
1.70601,462,739
6.17685,462,739
7.19661,462,739
0.30341,462,739
7.38051,462,739
0.515041,462,739
8.156,462,739
9.30661,462,739
6.87417,462,739
5.93966,462,739
3.32945,526,740
9.73081,526,740
6.80487,526,740
6.59041,526,740
6.13109,526,740
5.90145,526,740
9.30012,526,740
4.70417,526,740
2.9018,526,740
2.40026,526,740
3.50971,566,741
3.82956,566,741
3.34585,566,741
1.29255,566,741
6.25075,566,741
1.57321,566,741
5.66809,566,741
7.87512,566,741
7.17685,566,741
3.62321,566,741
5.42174,416,742
8.50413,416,742
1.90297,416,742
0.502719,416,742
1.36294,416,742
5.73101,416,742
2.07624,416,742
2.66814,416,742
7.76643,416,742
7.41548,416,742
7.17051,440,743
0.53796,442,743
5.93835,442,743
9.58568,440,743
5.42746,442,743
4.93342,442,743
3.98966,442,743
4.06793,442,743
1.23542,442,743
4.8832,442,743
5.88008,602,744
8.57711,602,744
5.2677,602,744
1.37947,602,744
2.18744,602,744
8.76245,602,744
6.36548,602,744
8.25738,602,744
5.68752,602,744
6.11859,602,744
2.48646,560,745
3.82724,560,745
3.54214,560,745
9.0571,558,745
1.20828,560,745
1.1418,560,745
0.556197,560,745
2.97662,560,745
5.22412,560,745
9.10429,558,745
3.57571,464,746
7.85064,464,746
4.86159,464,746
7.47558,464,746
1.07326,464,746
9.02559,464,746
8.99471,464,746
7.26078,464,746
4.13578,464,746
6.59644,464,746
7.66564,490,747
9.2198,490,747
1.32625,490,747
6.62761,490,747
4.04972,490,747
0.658696,490,747
2.52147,490,747
6.23154,490,747
3.71292,490,747
8.95468,490,747
5.2044,566,748
5.75906,566,748
5.76344,566,748
0.738363,568,748
7.37137,566,748
6.32443,566,748
0.863109,568,748
6.22219,566,748
6.38283,566,748
5.81544,566,748
1.25598,572,749
7.00478,572,749
7.83285,572,749
1.26694,572,749
3.30681,572,749
0.640891,572,749
2.6476,572,749
5.71822,572,749
3.63751,572,749
7.65681,572,749
1.2342,516,750
8.62209,514,750
6.82992,514,750
1.7153,514,750
8.55522,514,750
5.17342,514,750
7.15102,514,750
0.865143,516,750
8.41624,514,750
1.35108,514,750
7.94463,548,751
6.78689,548,751
9.10642,548,751
8.82966,548,751
7.02942,548,751
9.70028,548,751
0.773686,548,751
4.08038,548,751
8.50278,548,751
5.57515,548,751
9.21031,500,752
1.91659,504,752
3.92098,504,752
2.48038,504,752
0.0174287,504,752
1.22327,504,752
2.735,504,752
4.22402,504,752
3.88521,504,752
1.51447,504,752
1.86836,516,753
6.53696,516,753
0.523125,516,753
5.43803,516,753
3.79743,516,753
6.46727,516,753
2.45666,516,753
9.2219,516,753
6.98908,516,753
8.70755,516,753
3.51589,550,754
3.96249,550,754
3.26135,550,754
7.74657,550,754
5.3789,550,754
3.65348,550,754
4.36119,550,754
2.85645,550,754
4.50253,550,754
6.10755,550,754
0.105909,562,755
4.89074,562,755
1.53211,562,755
4.96883,562,755
6.6204,562,755
6.36517,562,755
8.5293,562,755
5.32008,562,755
3.97924,562,755
8.31681,562,755
0.419512,580,756
2.24253,580,756
2.83627,580,756
3.19274,580,756
5.35588,580,756
9.88465,580,756
0.729792,580,756
0.684999,580,756
6.14429,580,756
2.44521,580,756
2.54901,534,757
1.55926,534,757
4.55148,534,757
7.25076,534,757
0.215839,534,757
2.9667,534,757
4.51055,534,757
7.7255,534,757
1.23443,534,757
6.39375,534,757
1.86821,524,758
8.40691,524,758
0.0213912,524,758
4.88828,524,758
6.09427,524,758
0.706737,524,758
9.8414,524,758
8.19187,524,758
3.88,524,758
6.99665,524,758
9.66241,544,759
7.05637,544,759
0.841275,546,759
6.99331,544,759
3.57832,546,759
9.09589,544,759
0.0562636,546,759
4.46708,544,759
0.0130614,546,759
2.35166,546,759
7.67642,510,760
4.7897,514,760
1.45006,514,760
6.50881,514,760
9.68701,510,760
4.36675,514,760
1.39747,514,760
0.0815307,514,760
1.47774,514,760
1.2352,514,760
8.81235,570,761
3.57697,570,761
1.87854,570,761
5.0805,570,761
9.95664,570,761
3.39201,570,761
5.9412,570,761
1.37964,570,761
0.644476,570,761
5.43985,570,761
7.00139,542,762
2.54274,542,762
9.25789,542,762
5.46528,542,762
4.67706,542,762
7.68752,542,762
9.02656,542,762
6.88932,542,762
6.44593,542,762
5.67357,542,762
8.61093,570,763
7.87043,570,763
8.279,570,763
2.82605,570,763
8.14371,570,763
2.53992,570,763
5.22975,570,763
1.4891,570,763
8.4293,570,763
2.27072,570,763
0.224538,544,764
6.01662,544,764
3.95269,544,764
9.9561,544,764
6.18625,544,764
0.301836,544,764
8.45259,544,764
7.85953,544,764
9.31943,544,764
8.21732,544,764
0.992572,554,765
7.63556,554,765
3.99851,554,765
9.99716,554,765
1.09966,554,765
7.18717,554,765
1.70791,554,765
2.60936,554,765
1.39908,554,765
1.07522,554,765
6.06078,582,766
3.8946,582,766
3.58104,582,766
7.08802,582,766
1.09174,582,766
9.84346,582,766
0.37587,582,766
1.37334,582,766
0.910786,582,766
4.05371,582,766
0.454869,574,767
5.78759,574,767
9.62732,572,767
3.5326,574,767
3.25345,574,767
1.97699,574,767
5.18201,574,767
2.31805,574,767
8.73117,572,767
8.0786,572,767
2.41517,568,768
0.784565,568,768
9.44681,568,768
0.649028,568,768
2.96031,568,768
9.72956,568,768
6.56226,568,768
9.92408,568,768
7.87874,568,768
5.80125,568,768
3.95403,582,769
3.77494,582,769
7.18923,582,769
4.95924,582,769
0.285484,582,769
2.18051,582,769
5.2587,582,769
6.62979,582,769
2.13132,582,769
7.24082,582,769
0.439209,580,770
0.279763,580,770
1.78654,580,770
6.33108,580,770
3.44886,580,770
7.77928,580,770
0.0283416,580,770
8.64759,580,770
6.12883,580,770
4.54247,580,770
0.762535,536,771
7.15877,536,771
9.97995,536,771
0.708066,536,771
7.81021,536,771
7.13671,536,771
7.1032,536,771
8.26982,536,771
8.23628,536,771
6.9549,536,771
7.91374,532,772
5.36837,532,772
4.39622,532,772
7.57881,532,772
2.34554,532,772
9.83343,532,772
3.94354,532,772
4.10772,532,772
8.10011,532,772
6.51786,532,772
9.44413,570,773
5.72519,570,773
7.06622,570,773
5.70279,570,773
6.53358,570,773
2.29755,572,773
9.27097,570,773
8.49737,570,773
2.47027,572,773
2.67227,572,773
9.23568,604,774
1.31854,604,774
4.02933,604,774
5.2083,604,774
8.48166,604,774
6.58769,604,774
2.32387,604,774
8.09677,604,774
8.12849,604,774
6.2379,604,774
2.71824,564,775
9.3135,562,775
3.04293,564,775
0.112674,564,775
0.186837,564,775
4.9112,564,775
5.75211,564,775
7.17344,564,775
3.44545,564,775
2.82394,564,775
8.17872,394,776
4.59452,394,776
8.80715,394,776
2.61722,396,776
0.666945,396,776
9.84234,394,776
2.6766,396,776
1.94732,396,776
1.19572,396,776
9.66097,394,776
6.1851,582,777
9.89608,582,777
0.8817,582,777
8.79813,582,777
8.39901,582,777
