Time,N
250475,280
227693,280
236701,280
226957,280
229742,280
272072,280
247970,280
242207,280
238776,280
275342,281
302353,281
330545,281
328514,281
319953,281
340191,281
392801,281
374235,281
355124,281
324368,281
390906,282
429488,282
405778,282
374231,282
378855,282
447625,282
463594,282
404627,282
369068,282
374470,282
324028,283
315682,283
309380,283
313388,283
300565,283
266124,283
282032,283
291438,283
277199,283
274830,283
286868,284
287385,284
308247,284
306423,284
283312,284
272094,284
296393,284
287075,284
262245,284
288924,284
294900,285
279501,285
278720,285
283187,285
263250,285
266673,285
300435,285
281119,285
287798,285
285358,285
315370,286
325249,286
314184,286
308032,286
332111,286
305052,286
302519,286
316279,286
319288,286
307445,286
301584,287
296112,287
302956,287
294010,287
293769,287
291323,287
302499,287
291263,287
296954,287
319670,287
335331,288
334586,288
346553,288
332708,288
298747,288
331414,288
312080,288
310684,288
330546,288
333292,288
309466,289
355149,289
321673,289
311897,289
309255,289
296704,289
282426,289
305420,289
288641,289
317920,289
337410,290
313061,290
299346,290
303411,290
289758,290
291307,290
312504,290
320425,290
293022,290
323682,290
332080,291
338178,291
330665,291
338595,291
331709,291
354648,291
341588,291
346747,291
354164,291
339428,291
302931,292
291303,292
281487,292
283481,292
341580,292
317329,292
324549,292
336131,292
328119,292
317225,292
343214,293
325088,293
315488,293
333223,293
343703,293
331019,293
347819,293
335162,293
321295,293
346816,293
356451,294
338847,294
366068,294
341086,294
339706,294
359018,294
344195,294
344555,294
360304,294
342327,294
348976,295
376238,295
360784,295
343717,295
370265,295
326999,295
309275,295
345672,295
343580,295
348947,295
384358,296
385954,296
363163,296
384208,296
372447,296
362998,296
384811,296
363969,296
348624,296
364693,296
277514,297
271203,297
281280,297
271729,297
264866,297
281939,297
262216,297
266786,297
269325,297
260921,297
337608,298
348068,298
336780,298
325726,298
342201,298
377029,298
348346,298
326539,298
307512,298
317965,298
396317,299
392079,299
382652,299
402024,299
364293,299
368245,299
393324,299
349130,299
348998,299
370309,299
321132,300
341104,300
362843,300
360218,300
351089,300
337339,300
339739,300
359919,300
325659,300
326796,300
286704,301
280245,301
269417,301
301441,301
285924,301
277127,301
291775,301
271886,301
291303,301
295994,301
342765,302
362768,302
342302,302
328172,302
350041,302
329841,302
344067,302
348992,302
352246,302
322974,302
362726,303
352841,303
335345,303
358863,303
352939,303
342181,303
370270,303
352678,303
339252,303
366654,303
369262,304
352562,304
377137,304
359065,304
338563,304
364121,304
337792,304
353992,304
371778,304
333617,304
331461,305
353675,305
341674,305
331448,305
413324,305
485907,305
408657,305
375122,305
350010,305
389579,305
359544,306
373140,306
456556,306
448006,306
433987,306
398859,306
451768,306
452980,306
412572,306
380126,306
414412,307
380211,307
362616,307
343696,307
349464,307
329014,307
338535,307
339602,307
326101,307
342977,307
318450,308
311415,308
326328,308
316121,308
310967,308
327870,308
314981,308
315399,308
342055,308
330287,308
322898,309
358966,309
348017,309
349272,309
347447,309
333587,309
329209,309
345063,309
330555,309
330637,309
274208,310
274652,310
267628,310
277586,310
272861,310
259658,310
278661,310
272447,310
275354,310
271338,310
335148,311
349838,311
339048,311
334040,311
348172,311
349146,311
332894,311
352520,311
349241,311
341234,311
360663,312
336779,312
355656,312
342681,312
353552,312
357041,312
340517,312
355823,312
343411,312
367338,312
325419,313
307426,313
316475,313
339580,313
309082,313
329543,313
312381,313
303694,313
329995,313
313935,313
258238,314
282607,314
274759,314
258560,314
278639,314
269113,314
259817,314
268967,314
282948,314
272495,314
355499,315
330027,315
325811,315
344815,315
326718,315
337831,315
337722,315
327149,315
341603,315
335746,315
234424,316
236556,316
235793,316
224731,316
237135,316
233811,316
224019,316
238856,316
230914,316
229981,316
369681,317
370593,317
357117,317
377987,317
359387,317
359182,317
351992,317
343651,317
362403,317
357717,317
360285,318
384937,318
347238,318
364095,318
360926,318
344850,318
362152,318
349608,318
361070,318
364588,318
281392,319
281013,319
279430,319
295465,319
282658,319
270394,319
289036,319
279458,319
273422,319
292003,319
337861,320
329176,320
346589,320
332117,320
341453,320
346893,320
331402,320
347819,320
336607,320
344521,320
365464,321
349564,321
367600,321
354445,321
360822,321
363739,321
368341,321
357681,321
350843,321
369950,321
345306,322
367502,322
343887,322
356792,322
361982,322
347989,322
350035,322
353712,322
344627,322
358109,322
342319,323
361114,323
346568,323
343558,323
360232,323
345597,323
353573,323
351294,323
343518,323
356578,323
309885,324
302528,324
303359,324
295697,324
308759,324
298076,324
300892,324
308738,324
296350,324
292041,324
359692,325
350788,325
345924,325
364156,325
346529,325
371555,325
343519,325
341998,325
359519,325
343907,325
368896,326
367833,326
356620,326
387166,326
356463,326
371466,326
364896,326
359558,326
377287,326
356041,326
353036,327
356926,327
348514,327
364436,327
353847,327
354786,327
358905,327
352386,327
359674,327
360454,327
350174,328
343218,328
348343,328
330384,328
349099,328
335717,328
326366,328
349852,328
333524,328
341527,328
377007,329
360194,329
400469,329
375912,329
378667,329
368909,329
384918,329
369360,329
376145,329
367396,329
253187,330
265040,330
268554,330
251520,330
268151,330
268473,330
248591,330
264188,330
274730,330
252636,330
380170,331
357623,331
348597,331
366890,331
357027,331
362406,331
368929,331
355417,331
377108,331
360464,331
295710,332
320233,332
298683,332
319257,332
306538,332
298934,332
316609,332
304337,332
314829,332
302712,332
376390,333
385738,333
388962,333
396674,333
379193,333
379343,333
371683,333
378113,333
374382,333
363328,333
342700,334
315622,334
330696,334
320074,334
316417,334
323142,334
312221,334
326071,334
330133,334
334233,334
420663,335
418428,335
408165,335
408404,335
409637,335
394616,335
419968,335
401057,335
416633,335
402181,335
273453,336
300470,336
286314,336
297287,336
283623,336
286999,336
291020,336
274808,336
295009,336
282881,336
380031,337
369125,337
371767,337
381157,337
376818,337
377928,337
380167,337
376364,337
376303,337
379202,337
402779,338
396455,338
400580,338
410902,338
398491,338
400497,338
419787,338
412688,338
400481,338
389928,338
360832,339
357654,339
360056,339
355369,339
363995,339
390756,339
385593,339
364185,339
358879,339
359792,339
363241,340
376079,340
365087,340
366865,340
361461,340
362875,340
364413,340
363629,340
365917,340
380643,340
377686,341
380903,341
396430,341
383151,341
384006,341
376171,341
381623,341
377126,341
385350,341
394216,341
294374,342
319329,342
318256,342
306675,342
299011,342
328916,342
315283,342
322193,342
313139,342
306476,342
341054,343
326989,343
338397,343
327583,343
327840,343
349973,343
329887,343
352150,343
330371,343
345134,343
377589,344
397755,344
380010,344
383631,344
367333,344
382150,344
367618,344
373324,344
376569,344
387337,344
406878,345
403114,345
396856,345
399930,345
411438,345
406525,345
402312,345
404602,345
399246,345
408588,345
391425,346
381524,346
380878,346
386480,346
392822,346
398112,346
385846,346
384621,346
378134,346
379189,346
352264,347
352259,347
359675,347
337465,347
349182,347
349532,347
349690,347
363163,347
380144,347
410687,347
433417,348
438209,348
434149,348
396736,348
380482,348
362267,348
373494,348
375556,348
369169,348
340795,348
432663,349
436939,349
409104,349
448032,349
402535,349
426362,349
422779,349
432082,349
406210,349
425604,349
341307,350
347377,350
346877,350
361048,350
363553,350
332962,350
359270,350
348909,350
354433,350
343658,350
435494,351
422681,351
438585,351
417671,351
437373,351
418813,351
436624,351
437637,351
437338,351
421531,351
373200,352
375812,352
389068,352
354809,352
375130,352
358865,352
364390,352
367835,352
368220,352
373345,352
430154,353
413994,353
438862,353
427035,353
414995,353
419617,353
424893,353
440747,353
416902,353
424526,353
289145,354
306639,354
291973,354
309387,354
286091,354
302302,354
287986,354
303417,354
293702,354
303790,354
427566,355
439112,355
422799,355
443366,355
425402,355
441859,355
421436,355
447336,355
442368,355
441138,355
369024,356
396275,356
374135,356
394699,356
375591,356
392532,356
381312,356
407479,356
377370,356
401520,356
337440,357
353537,357
339310,357
341967,357
332974,357
339447,357
347840,357
344465,357
331697,357
321669,357
446053,358
421924,358
437995,358
415742,358
430365,358
457131,358
445761,358
454138,358
415098,358
439977,358
416163,359
443120,359
435956,359
453232,359
414705,359
437981,359
416673,359
439553,359
420874,359
453408,359
431605,360
434684,360
415777,360
437665,360
419624,360
446423,360
428359,360
431166,360
412981,360
431185,360
456456,361
481002,361
452576,361
470045,361
447636,361
476354,361
450806,361
447055,361
461849,361
451615,361
432571,362
451060,362
424023,362
450209,362
433483,362
457930,362
425837,362
446273,362
420624,362
450471,362
380853,363
399146,363
386462,363
410909,363
381270,363
399729,363
383941,363
400921,363
386256,363
396150,363
437608,364
451219,364
415136,364
439788,364
420533,364
435200,364
417793,364
451142,364
429425,364
426924,364
380040,365
388694,365
389696,365
429290,365
445229,365
475806,365
430582,365
466740,365
442262,365
421479,365
426862,366
472908,366
459668,366
449984,366
416295,366
479700,366
451241,366
440920,366
409311,366
441449,366
445455,367
446254,367
391628,367
420382,367
399441,367
395066,367
392475,367
434715,367
406896,367
405843,367
478879,368
484962,368
480022,368
522285,368
501680,368
530415,368
483683,368
505290,368
658386,368
621746,368
552486,369
541139,369
533910,369
517896,369
521326,369
540692,369
581347,369
527061,369
558367,369
563484,369
532288,370
579151,370
558549,370
562279,370
511834,370
499407,370
544762,370
533753,370
559927,370
533458,370
468552,371
520584,371
536728,371
568961,371
645081,371
628160,371
583458,371
542388,371
470991,371
438036,371
660987,372
643721,372
709784,372
690440,372
737359,372
734162,372
643111,372
667344,372
671385,372
651252,372
464341,373
464202,373
443455,373
475132,373
481672,373
485892,373
477509,373
433866,373
428250,373
428708,373
517994,374
513836,374
535480,374
596143,374
549286,374
549269,374
546703,374
537284,374
537721,374
560710,374
578115,375
587464,375
625247,375
587116,375
584536,375
642441,375
589312,375
600066,375
567686,375
576501,375
521633,376
498570,376
500676,376
505461,376
493506,376
522358,376
508000,376
488235,376
495956,376
495747,376
555661,377
585418,377
581889,377
549180,377
555050,377
567677,377
576334,377
626199,377
615508,377
626905,377
529106,378
510231,378
460889,378
442945,378
458917,378
438659,378
441990,378
459691,378
463640,378
472279,378
640214,379
688919,379
674286,379
658616,379
710261,379
657109,379
643815,379
606260,379
643536,379
659958,379
479687,380
444076,380
448519,380
467622,380
459723,380
476606,380
444075,380
431739,380
439456,380
479913,380
442197,381
423636,381
432339,381
442790,381
439977,381
419687,381
433386,381
452285,381
438248,381
421777,381
508624,382
544464,382
529083,382
500304,382
529409,382
517927,382
533570,382
545755,382
519946,382
518100,382
597304,383
551368,383
539634,383
567734,383
572909,383
591012,383
581063,383
544831,383
565558,383
536009,383
509974,384
558348,384
527414,384
564307,384
525908,384
567815,384
574060,384
555312,384
542406,384
550836,384
476495,385
484625,385
463398,385
452142,385
462941,385
469097,385
464172,385
449018,385
489110,385
452089,385
374476,386
385008,386
395818,386
378320,386
375327,386
367865,386
391935,386
392475,386
378818,386
379658,386
460998,387
480864,387
463623,387
455433,387
462618,387
492732,387
457133,387
463252,387
476796,387
480240,387
506288,388
507509,388
524149,388
524584,388
497587,388
516466,388
526011,388
512696,388
517958,388
501412,388
455410,389
469872,389
483246,389
467468,389
472890,389
495104,389
467205,389
464933,389
464780,389
472641,389
483809,390
494686,390
493638,390
513992,390
509380,390
492657,390
480644,390
503003,390
492202,390
485147,390
543664,391
568360,391
571020,391
557274,391
572356,391
553213,391
539576,391
582109,391
561561,391
600075,391
498039,392
489331,392
507955,392
513839,392
501053,392
515717,392
519089,392
502379,392
510283,392
490545,392
518757,393
540649,393
562753,393
534787,393
540754,393
566561,393
527707,393
522426,393
575224,393
545534,393
479396,394
492651,394
463314,394
459142,394
460787,394
508796,394
481497,394
466372,394
461730,394
501229,394
548693,395
542017,395
550412,395
568174,395
560233,395
559302,395
587344,395
553385,395
555339,395
561907,395
533256,396
521811,396
537606,396
536068,396
528589,396
537918,396
548188,396
528485,396
551767,396
546754,396
580669,397
591781,397
577075,397
565379,397
590418,397
599117,397
580998,397
607326,397
571828,397
581617,397
577937,398
549905,398
580508,398
560594,398
548864,398
579655,398
577996,398
570589,398
575639,398
571214,398
545115,399
562881,399
539768,399
523504,399
549906,399
535825,399
537882,399
550703,399
548671,399
547205,399
589376,400
564532,400
573083,400
576651,400
586298,400
555246,400
574917,400
550987,400
566095,400
579765,400
431359,401
417653,401
467138,401
521618,401
470388,401
437694,401
437405,401
436861,401
426510,401
413924,401
565682,402
552517,402
541172,402
546929,402
573186,402
573150,402
563700,402
591737,402
571449,402
565918,402
618622,403
590201,403
595623,403
606845,403
584472,403
576515,403
621567,403
590440,403
589384,403
622451,403
521850,404
516451,404
552361,404
544213,404
522607,404
560810,404
527847,404
517581,404
524790,404
553336,404
576615,405
583529,405
583057,405
564929,405
567735,405
581232,405
560172,405
549964,405
572880,405
555465,405
573979,406
598082,406
579372,406
572847,406
620292,406
586264,406
572668,406
603363,406
584760,406
592443,406
539391,407
535524,407
516049,407
501294,407
542427,407
507726,407
524693,407
521287,407
552175,407
520884,407
531157,408
550553,408
576391,408
543877,408
545258,408
587118,408
720561,408
694468,408
687721,408
614971,408
628386,409
660508,409
680328,409
707421,409
667737,409
614409,409
591055,409
574607,409
624918,409
600170,409
595196,410
606625,410
578464,410
582556,410
624249,410
597196,410
580624,410
618317,410
597717,410
599345,410
612169,411
579592,411
594565,411
576846,411
566505,411
591082,411
564922,411
601616,411
592420,411
570001,411
541718,412
557384,412
533788,412
541626,412
557080,412
571242,412
536043,412
535998,412
584376,412
553737,412
577066,413
583420,413
558910,413
553264,413
556409,413
603160,413
584285,413
560839,413
592508,413
625579,413
578058,414
571936,414
554246,414
515995,414
515080,414
555190,414
540704,414
526565,414
540514,414
560760,414
475771,415
470978,415
472007,415
497500,415
484915,415
482954,415
475817,415
470543,415
495758,415
476766,415
602271,416
637752,416
627959,416
609512,416
619116,416
750872,416
644842,416
652704,416
619688,416
630836,416
503611,417
492479,417
515293,417
502042,417
490968,417
492672,417
514436,417
516201,417
508519,417
500271,417
623265,418
663218,418
634972,418
610275,418
627833,418
667632,418
634082,418
631512,418
648251,418
624391,418
537222,419
549168,419
543824,419
532031,419
535324,419
542424,419
536245,419
537475,419
552672,419
531641,419
596423,420
602497,420
641369,420
630524,420
620367,420
629273,420
613325,420
602004,420
646132,420
617398,420
627734,421
664149,421
639581,421
639189,421
651644,421
632704,421
635417,421
676577,421
639597,421
634433,421
599759,422
633278,422
610862,422
604652,422
636905,422
602123,422
601090,422
637220,422
607496,422
584729,422
540618,423
535040,423
524229,423
526791,423
520976,423
509198,423
508566,423
511491,423
544707,423
525856,423
598780,424
578869,424
604832,424
592841,424
596598,424
602490,424
627638,424
632456,424
621394,424
583196,424
557060,425
529518,425
531478,425
542078,425
538970,425
526783,425
526764,425
540099,425
545481,425
526132,425
578309,426
594944,426
630151,426
598721,426
594969,426
630191,426
601439,426
599346,426
685944,426
1330602,426
1185398,427
1200943,427
1066440,427
900464,427
893495,427
799286,427
858488,427
744446,427
1131977,427
934806,427
1032413,428
1218532,428
1059722,428
988803,428
953627,428
875579,428
934682,428
924175,428
1042484,428
970078,428
943325,429
844445,429
882652,429
795009,429
977291,429
893974,429
928638,429
835186,429
724005,429
687723,429
662037,430
712925,430
756213,430
805320,430
771058,430
771372,430
768601,430
780077,430
772079,430
802295,430
733868,431
690493,431
714723,431
748376,431
697083,431
761095,431
807945,431
686570,431
710441,431
686691,431
571851,432
568289,432
563673,432
544559,432
586424,432
556643,432
545235,432
539828,432
556863,432
574098,432
608634,433
612347,433
627824,433
636768,433
615407,433
609008,433
628478,433
606709,433
589084,433
588030,433
616066,434
568714,434
562277,434
560300,434
613506,434
592342,434
581958,434
590525,434
583600,434
616095,434
636919,435
642712,435
636615,435
704585,435
591845,435
524137,435
517487,435
503498,435
505193,435
520749,435
491225,436
487070,436
485166,436
501173,436
482255,436
515002,436
490412,436
499605,436
499350,436
482227,436
524455,437
523641,437
509119,437
510126,437
503932,437
523210,437
516670,437
515307,437
512709,437
538996,437
475812,438
472554,438
472040,438
473610,438
486429,438
486802,438
476024,438
468353,438
483016,438
484379,438
530889,439
530733,439
517700,439
527132,439
544076,439
514732,439
514032,439
530289,439
528207,439
523575,439
535551,440
535336,440
547755,440
551196,440
554975,440
545848,440
536097,440
551087,440
550601,440
552204,440
581242,441
592087,441
612617,441
578001,441
591818,441
577758,441
592151,441
579502,441
578618,441
596142,441
618633,442
608966,442
589401,442
609598,442
585182,442
585980,442
597507,442
606031,442
605599,442
592617,442
534983,443
552711,443
549071,443
549962,443
542849,443
548298,443
536476,443
552100,443
537519,443
544339,443
455529,444
457636,444
455345,444
459192,444
472284,444
461489,444
452990,444
452142,444
442909,444
457120,444
497236,445
483855,445
494401,445
482885,445
495001,445
493526,445
488348,445
492669,445
488350,445
491623,445
571617,446
579522,446
608627,446
589884,446
572876,446
595669,446
601893,446
576393,446
588580,446
580271,446
575596,447
554973,447
549327,447
568918,447
574413,447
572109,447
569034,447
558104,447
569983,447
575765,447
484868,448
490091,448
479459,448
491608,448
486115,448
476688,448
485227,448
475146,448
502509,448
494746,448
597093,449
613794,449
590986,449
591600,449
596357,449
614552,449
594220,449
621763,449
605171,449
587437,449
611788,450
619175,450
602980,450
599725,450
623099,450
620819,450
596867,450
604875,450
604941,450
621092,450
612540,451
610443,451
600441,451
620499,451
618099,451
617905,451
601472,451
623569,451
600212,451
614603,451
606173,452
590285,452
579957,452
594464,452
602764,452
600339,452
581728,452
601605,452
601880,452
601628,452
649463,453
628996,453
641217,453
648456,453
637800,453
632305,453
650504,453
659399,453
658098,453
655843,453
576645,454
594747,454
591198,454
592990,454
595236,454
585713,454
590035,454
586451,454
572096,454
590337,454
539090,455
521807,455
538579,455
524335,455
534779,455
527981,455
521448,455
524779,455
541065,455
534725,455
562681,456
572034,456
546954,456
548665,456
565416,456
544226,456
561683,456
545097,456
560565,456
552869,456
636794,457
618692,457
625194,457
645715,457
620636,457
617891,457
617266,457
631743,457
637792,457
641757,457
584780,458
568143,458
568599,458
577322,458
576668,458
581372,458
583301,458
565643,458
562751,458
600430,458
595744,459
604888,459
585066,459
599537,459
604156,459
602035,459
601492,459
590391,459
583389,459
608633,459
558655,460
570592,460
557070,460
552975,460
571205,460
554316,460
555533,460
566974,460
573453,460
559202,460
563431,461
563457,461
548727,461
562494,461
550553,461
552377,461
561275,461
555588,461
564101,461
565815,461
596484,462
599426,462
595576,462
625323,462
601133,462
605312,462
615962,462
602108,462
626550,462
618764,462
557758,463
574159,463
560916,463
586035,463
548224,463
561516,463
573442,463
581565,463
559416,463
575555,463
611236,464
631039,464
652277,464
614288,464
612817,464
604484,464
610617,464
600145,464
620083,464
629419,464
587335,465
597216,465
596383,465
595528,465
580561,465
559651,465
585714,465
602773,465
601629,465
588073,465
671108,466
685150,466
663532,466
722756,466
721211,466
700188,466
704645,466
670754,466
680178,466
766244,466
816846,467
896492,467
601818,467
639492,467
665249,467
594623,467
609440,467
599101,467
597778,467
583157,467
671308,468
952450,468
873411,468
728594,468
759242,468
808800,468
787891,468
815430,468
965415,468
786894,468
705678,469
745109,469
773925,469
782906,469
780909,469
724034,469
697104,469
709456,469
702033,469
726044,469
588895,470
569912,470
618675,470
614324,470
664213,470
612947,470
583438,470
574491,470
589467,470
582659,470
665341,471
678109,471
738884,471
674193,471
677187,471
664222,471
694410,471
680974,471
672882,471
665883,471
697860,472
668957,472
653936,472
642862,472
666938,472
665999,472
640575,472
647034,472
658507,472
633892,472
672031,473
687864,473
697968,473
697148,473
673651,473
683968,473
685520,473
654994,473
689036,473
662149,473
636939,474
641974,474
649065,474
638323,474
652396,474
644631,474
627023,474
624973,474
677768,474
649089,474
681671,475
666998,475
697182,475
676361,475
681672,475
698383,475
675797,475
658252,475
661960,475
698073,475
609075,476
618191,476
624563,476
621921,476
623624,476
617065,476
622183,476
638428,476
622499,476
615807,476
593745,477
582504,477
583348,477
606613,477
594776,477
572763,477
583974,477
616028,477
596959,477
588507,477
614501,478
620510,478
607142,478
593248,478
599128,478
613568,478
592992,478
613013,478
622650,478
621995,478
683394,479
674061,479
708872,479
702579,479
662052,479
686711,479
701510,479
678585,479
675851,479
683771,479
663849,480
664793,480
646709,480
642699,480
645155,480
660258,480
638304,480
655571,480
654920,480
640063,480
723794,481
710777,481
721576,481
698650,481
722746,481
693951,481
696151,481
747322,481
698047,481
702284,481
651548,482
631990,482
621741,482
643767,482
635963,482
631997,482
650703,482
641240,482
615869,482
615070,482
693821,483
678194,483
655621,483
721717,483
766920,483
672149,483
679932,483
679519,483
691504,483
678498,483
654794,484
663161,484
647368,484
646747,484
648821,484
643024,484
646019,484
645752,484
640228,484
644616,484
677623,485
726956,485
726460,485
663039,485
666607,485
689638,485
684505,485
677505,485
686576,485
673278,485
681484,486
708468,486
697491,486
697845,486
686273,486
705957,486
663500,486
681886,486
683161,486
687729,486
758061,487
740840,487
739778,487
745629,487
794997,487
746688,487
726696,487
721119,487
735451,487
748067,487
683988,488
679900,488
705105,488
679032,488
673790,488
696026,488
689902,488
667353,488
693090,488
674779,488
678854,489
716024,489
704326,489
727604,489
707717,489
718955,489
711131,489
710971,489
701776,489
703348,489
716047,490
713408,490
723343,490
714632,490
709518,490
742722,490
752433,490
757260,490
747201,490
751250,490
803895,491
796908,491
766590,491
801778,491
793909,491
794692,491
770038,491
761385,491
731803,491
792319,491
677523,492
661644,492
669105,492
674849,492
661104,492
654126,492
671509,492
658686,492
657736,492
643732,492
676712,493
670109,493
705894,493
698300,493
675718,493
693902,493
675940,493
706493,493
684460,493
671114,493
735213,494
756880,494
723190,494
717854,494
738513,494
755727,494
717168,494
728730,494
744712,494
739042,494
739890,495
763621,495
757435,495
762830,495
745985,495
744352,495
729060,495
765282,495
757568,495
767546,495
703267,496
737202,496
727694,496
706880,496
722355,496
703995,496
717782,496
703731,496
702544,496
719741,496
733674,497
707496,497
735473,497
732395,497
708441,497
706245,497
722195,497
731263,497
722807,497
728941,497
758800,498
757885,498
767420,498
753163,498
826758,498
794107,498
760483,498
786701,498
790080,498
795973,498
716172,499
739894,499
711345,499
717721,499
726670,499
698381,499
710070,499
727024,499
730193,499
703817,499
678805,500
695056,500
682496,500
706469,500
685601,500
685782,500
680540,500
684278,500
733692,500
685512,500
676317,501
723029,501
692702,501
706496,501
692047,501
696441,501
680314,501
683789,501
689276,501
688994,501
720165,502
707809,502
712905,502
714784,502
697911,502
711087,502
698537,502
689328,502
717785,502
726215,502
719333,503
733871,503
716804,503
736123,503
701047,503
731090,503
715129,503
719194,503
720389,503
700124,503
765127,504
739381,504
732727,504
770603,504
750547,504
743433,504
791472,504
773263,504
763044,504
760797,504
760508,505
773954,505
786288,505
782141,505
759643,505
821252,505
787428,505
758166,505
759776,505
784650,505
748613,506
730555,506
724216,506
745589,506
724096,506
715579,506
746457,506
746726,506
716389,506
730135,506
666515,507
671771,507
642197,507
658685,507
661421,507
660163,507
655131,507
668243,507
650493,507
643918,507
757986,508
749854,508
750086,508
752824,508
731260,508
727955,508
783950,508
736354,508
738735,508
743335,508
773752,509
780893,509
771672,509
770988,509
787316,509
749462,509
762072,509
749679,509
797067,509
791680,509
729839,510
710946,510
731387,510
729081,510
731135,510
725070,510
729118,510
733576,510
718387,510
727819,510
765853,511
782158,511
763016,511
757526,511
751142,511
759766,511
741333,511
762434,511
737366,511
768302,511
810995,512
772713,512
782925,512
789946,512
782707,512
783191,512
776258,512
809819,512
796351,512
764427,512
735969,513
731550,513
730985,513
734916,513
712783,513
727500,513
741590,513
734509,513
714212,513
717288,513
750978,514
752804,514
729825,514
753016,514
741049,514
740455,514
760876,514
742783,514
739067,514
743810,514
767095,515
776473,515
774358,515
760852,515
791035,515
780336,515
753233,515
785116,515
782204,515
758931,515
733340,516
742320,516
737638,516
742022,516
747400,516
736663,516
742662,516
760597,516
711429,516
740668,516
807881,517
831469,517
817452,517
823382,517
816452,517
838711,517
802218,517
807475,517
818127,517
815879,517
746923,518
765531,518
770860,518
760171,518
753603,518
752391,518
744418,518
742722,518
738387,518
757762,518
740192,519
736325,519
762335,519
756804,519
759718,519
749937,519
730919,519
753708,519
748261,519
728442,519
799278,520
836593,520
833235,520
790478,520
772568,520
791466,520
780885,520
809550,520
792570,520
801531,520
800408,521
821219,521
831198,521
809677,521
823041,521
817680,521
819981,521
811795,521
796747,521
845369,521
706119,522
691883,522
698456,522
728065,522
710534,522
703360,522
698667,522
711131,522
729910,522
717615,522
780751,523
758689,523
756734,523
803548,523
768133,523
781796,523
772915,523
784373,523
803109,523
753771,523
786231,524
818062,524
806757,524
784889,524
799759,524
802186,524
845947,524
790819,524
783618,524
804150,524
774194,525
798640,525
773209,525
768437,525
782462,525
773032,525
767795,525
790959,525
773561,525
788118,525
782656,526
774395,526
762578,526
768156,526
765486,526
775146,526
766042,526
762495,526
791279,526
775424,526
749064,527
730963,527
733407,527
765581,527
733825,527
746923,527
746358,527
741357,527
766880,527
736319,527
834347,528
808338,528
811490,528
818525,528
804805,528
824387,528
819160,528
835183,528
794408,528
811280,528
843424,529
860408,529
825771,529
822721,529
850197,529
840450,529
844770,529
852757,529
837365,529
849670,529
813868,530
826298,530
811985,530
842373,530
832780,530
830307,530
813468,530
843585,530
814498,530
832656,530
805673,531
810566,531
798289,531
814603,531
813840,531
834790,531
784450,531
804891,531
813763,531
810308,531
798561,532
818459,532
823959,532
812769,532
804715,532
818456,532
822467,532
814350,532
828382,532
854070,532
927559,533
866788,533
869682,533
867864,533
864811,533
852839,533
865774,533
864591,533
877784,533
865001,533
844721,534
840795,534
847010,534
845090,534
851653,534
821907,534
821110,534
854999,534
816916,534
818747,534
862248,535
831278,535
851273,535
864120,535
825240,535
862123,535
882893,535
955076,535
877275,535
847125,535
831039,536
861347,536
834877,536
827184,536
862961,536
869846,536
854285,536
845803,536
830912,536
835698,536
839764,537
844808,537
858584,537
872590,537
857703,537
843608,537
853851,537
860638,537
874265,537
843349,537
877944,538
895929,538
875562,538
867343,538
880191,538
886777,538
889069,538
874975,538
865103,538
893577,538
837896,539
814612,539
806629,539
820369,539
805052,539
826070,539
831762,539
827240,539
827065,539
835974,539
821559,540
810439,540
823533,540
835203,540
826641,540
818743,540
824068,540
845390,540
814815,540
823878,540
834470,541
874527,541
863542,541
842824,541
839856,541
866907,541
846630,541
850078,541
842551,541
858815,541
866096,542
841056,542
862222,542
853860,542
852804,542
869233,542
846148,542
845240,542
870337,542
878256,542
761043,543
771473,543
779333,543
763843,543
785626,543
777481,543
764386,543
769516,543
776249,543
791026,543
792930,544
749612,544
772990,544
782735,544
745142,544
751736,544
800200,544
763915,544
776987,544
774115,544
831285,545
815794,545
853706,545
804739,545
807760,545
826627,545
808837,545
836757,545
811794,545
805824,545
827145,546
816919,546
859645,546
811553,546
874219,546
820764,546
831475,546
822981,546
831161,546
834170,546
830616,547
825372,547
855530,547
831386,547
827309,547
840313,547
849796,547
829156,547
853838,547
831529,547
836794,548
850137,548
870676,548
847829,548
855006,548
841133,548
833634,548
851856,548
832489,548
846221,548
737697,549
739262,549
730020,549
722828,549
734827,549
717584,549
733094,549
714030,549
714227,549
725823,549
883741,550
875987,550
902321,550
879238,550
881132,550
862507,550
896803,550
932889,550
935576,550
904905,550
941036,551
974433,551
904334,551
905241,551
894836,551
915115,551
961432,551
953448,551
977938,551
920940,551
836188,552
847667,552
834580,552
855001,552
872920,552
856671,552
860467,552
833043,552
872661,552
882605,552
907692,553
974217,553
961639,553
1000399,553
994985,553
992947,553
1064743,553
1050191,553
1017667,553
1053502,553
974512,554
1014545,554
987812,554
976426,554
961069,554
930509,554
951455,554
987957,554
942966,554
988360,554
1121000,555
1036319,555
1040040,555
1040901,555
1070577,555
1101145,555
1032644,555
1041231,555
1003224,555
1074235,555
954446,556
989351,556
963422,556
985363,556
999078,556
1010186,556
946429,556
965136,556
978786,556
960996,556
1002309,557
958856,557
983371,557
979119,557
962795,557
981051,557
964426,557
980573,557
995052,557
986840,557
1004947,558
982017,558
1001966,558
983245,558
992683,558
1005687,558
934680,558
994477,558
1003284,558
986306,558
997849,559
1046309,559
998833,559
